line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g

  1  2.751508719345622E+05    7.999987  3.403437  4.352973  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3019  4.352973  -10.699  1.151657  7.500316  7.1695582E-01  2.6873589E-01  2.4147642E-05  6.4834142E-06  3.8106447E-03  5.1427025E-03  2.9757441E-05  2.4443977E-08  1.8768898E-03  1.5180834E-04  0.000E+00  9.637E-05  9.808E-05  9.392E-01  1.061E+00  5.66E+02  8.47E+02  2.42E+02  0.601810  0.008718  0.0000000E+00  5.5411189577E-02
  2  9.758508825395296E+05    7.999951  3.405641  4.351064  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3090  4.351064  -10.695  1.134290  7.495761  7.0873216E-01  2.7710682E-01  3.0374060E-05  8.1827615E-06  4.8221372E-03  3.9814188E-03  2.4310930E-05  2.7401596E-08  1.8768898E-03  1.5180834E-04  0.000E+00  8.721E-05  1.036E-04  9.550E-01  1.050E+00  5.60E+02  0.00E+00  2.06E+02  0.526403  0.008763  0.0000000E+00  5.5408329489E-02
  3  1.830608359178586E+06    7.999919  3.410390  4.349564  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3072  4.349564  -10.682  1.125592  7.493840  7.0079134E-01  2.8514113E-01  3.3921590E-05  9.1135316E-06  5.4649412E-03  3.2445176E-03  2.0471518E-05  1.8343433E-08  1.8768898E-03  1.5180834E-04  0.000E+00  8.226E-05  1.043E-04  9.584E-01  1.046E+00  5.56E+02  0.00E+00  1.96E+02  0.507541  0.008859  0.0000000E+00  5.5405985065E-02
  4  2.659618582783694E+06    7.999887  3.415361  4.348223  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3055  4.348223  -10.666  1.119608  7.492755  6.9268448E-01  2.9331781E-01  3.6735181E-05  9.8590018E-06  5.9448856E-03  2.6942673E-03  1.7355939E-05  1.3177399E-08  1.8768898E-03  1.5180834E-04  0.000E+00  7.978E-05  1.036E-04  9.595E-01  1.045E+00  5.53E+02  0.00E+00  1.93E+02  0.501748  0.008962  0.0000000E+00  5.5403668694E-02
  5  3.402143720199400E+06    7.999857  3.419899  4.347000  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3029  4.347000  -10.651  1.115137  7.492128  6.8464365E-01  3.0141379E-01  3.8974178E-05  1.0460110E-05  6.3233903E-03  2.2604242E-03  1.4736561E-05  1.1084798E-08  1.8768898E-03  1.5180834E-04  0.000E+00  7.820E-05  1.027E-04  9.598E-01  1.045E+00  5.50E+02  0.00E+00  1.91E+02  0.500003  0.009056  0.0000000E+00  5.5401525772E-02
  6  4.145768069342160E+06    7.999826  3.424848  4.345999  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707450E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3009  4.345999  -10.634  1.111980  7.491866  6.7657341E-01  3.0952728E-01  4.0777707E-05  1.0944052E-05  6.6200184E-03  1.9204424E-03  1.2582800E-05  9.4349042E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.700E-05  1.018E-04  9.598E-01  1.045E+00  5.47E+02  0.00E+00  1.90E+02  0.500028  0.009160  0.0000000E+00  5.5399297302E-02
  7  4.890962146767314E+06    7.999793  3.429753  4.345103  7.2000000E-01  2.6595590E-01  2.2831522E-03  2.7707634E-05  6.5875811E-04  5.7184752E-03  2.2656014E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2983  4.345103  -10.618  1.109359  7.491842  6.6848945E-01  3.1764549E-01  4.2198354E-05  1.1325710E-05  6.8554754E-03  1.6506304E-03  1.0830117E-05  8.1194527E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.601E-05  1.009E-04  9.597E-01  1.045E+00  5.44E+02  0.00E+00  1.89E+02  0.500716  0.009265  0.0000000E+00  5.5396923984E-02
  8  5.637912662668278E+06    7.999760  3.434823  4.344307  7.2000000E-01  2.6595590E-01  2.2831506E-03  2.7708784E-05  6.5875885E-04  5.7184751E-03  2.2656025E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2960  4.344307  -10.600  1.107327  7.492043  6.6043150E-01  3.2573086E-01  4.3372742E-05  1.1641426E-05  7.0432281E-03  1.4354500E-03  9.3939408E-06  7.0538088E-09  1.8768898E-03  1.5180834E-04  0.000E+00  7.508E-05  1.000E-04  9.595E-01  1.045E+00  5.41E+02  0.00E+00  1.89E+02  0.501796  0.009375  0.0000000E+00  5.5394501619E-02
