 0.0000000E+00   0.1000000E+01   0.9999556E+00   0.9998222E+00   0.9995999E+00   0.9992887E+00   0.9988885E+00   0.9983992E+00   0.9978207E+00   0.9971530E+00   0.9963958E+00   0.9955492E+00   0.9946129E+00   0.9935869E+00   0.9924708E+00   0.9912645E+00   0.9899678E+00   0.9885805E+00   0.9871024E+00   0.9855331E+00   0.9838724E+00   0.9821200E+00   0.9802755E+00   0.9783387E+00   0.9763093E+00   0.9741867E+00   0.9719707E+00   0.9696608E+00   0.9672566E+00   0.9647577E+00   0.9621636E+00   0.9594737E+00   0.9566876E+00   0.9538048E+00   0.9508246E+00   0.9477466E+00   0.9445700E+00   0.9412942E+00   0.9379187E+00   0.9344426E+00   0.9308654E+00   0.9271862E+00   0.9234042E+00   0.9195187E+00   0.9155289E+00   0.9114338E+00   0.9072326E+00   0.9029243E+00   0.8985080E+00   0.8939827E+00   0.8893473E+00   0.8846007E+00   0.8797418E+00   0.8747695E+00   0.8696825E+00   0.8644796E+00   0.8591595E+00   0.8537209E+00   0.8481623E+00   0.8424823E+00   0.8366794E+00   0.8307521E+00   0.8246987E+00   0.8185177E+00   0.8122072E+00   0.8057656E+00   0.7991910E+00   0.7924814E+00   0.7856351E+00   0.7786499E+00   0.7715238E+00   0.7642548E+00   0.7568407E+00   0.7492794E+00   0.7415685E+00   0.7337060E+00   0.7256897E+00   0.7175173E+00   0.7091867E+00   0.7006960E+00   0.6920433E+00   0.6832269E+00   0.6742457E+00   0.6650986E+00   0.6557855E+00   0.6463070E+00   0.6366648E+00   0.6268621E+00   0.6169044E+00   0.6068001E+00   0.5965617E+00   0.5862078E+00   0.5757652E+00   0.5652736E+00   0.5547918E+00   0.5444092E+00   0.5342653E+00   0.5245888E+00   0.5157804E+00   0.5086250E+00   0.5050148E+00   0.5149501E+00
 0.1745329E-01   0.1000000E+01   0.9999556E+00   0.9998222E+00   0.9996000E+00   0.9992888E+00   0.9988886E+00   0.9983993E+00   0.9978209E+00   0.9971533E+00   0.9963962E+00   0.9955497E+00   0.9946135E+00   0.9935875E+00   0.9924715E+00   0.9912654E+00   0.9899689E+00   0.9885817E+00   0.9871037E+00   0.9855346E+00   0.9838740E+00   0.9821218E+00   0.9802776E+00   0.9783410E+00   0.9763118E+00   0.9741894E+00   0.9719737E+00   0.9696641E+00   0.9672601E+00   0.9647615E+00   0.9621677E+00   0.9594781E+00   0.9566923E+00   0.9538098E+00   0.9508300E+00   0.9477523E+00   0.9445761E+00   0.9413008E+00   0.9379256E+00   0.9344500E+00   0.9308732E+00   0.9271944E+00   0.9234129E+00   0.9195280E+00   0.9155386E+00   0.9114441E+00   0.9072435E+00   0.9029358E+00   0.8985201E+00   0.8939954E+00   0.8893606E+00   0.8846147E+00   0.8797565E+00   0.8747849E+00   0.8696987E+00   0.8644966E+00   0.8591773E+00   0.8537395E+00   0.8481818E+00   0.8425027E+00   0.8367008E+00   0.8307745E+00   0.8247222E+00   0.8185422E+00   0.8122329E+00   0.8057924E+00   0.7992190E+00   0.7925108E+00   0.7856657E+00   0.7786820E+00   0.7715574E+00   0.7642899E+00   0.7568774E+00   0.7493177E+00   0.7416086E+00   0.7337480E+00   0.7257336E+00   0.7175632E+00   0.7092348E+00   0.7007463E+00   0.6920960E+00   0.6832822E+00   0.6743036E+00   0.6651593E+00   0.6558492E+00   0.6463739E+00   0.6367350E+00   0.6269359E+00   0.6169820E+00   0.6068819E+00   0.5966479E+00   0.5862986E+00   0.5758611E+00   0.5653750E+00   0.5548992E+00   0.5445231E+00   0.5343863E+00   0.5247174E+00   0.5159175E+00   0.5087712E+00   0.5051706E+00   0.5151131E+00
 0.3490659E-01   0.1000000E+01   0.9999556E+00   0.9998223E+00   0.9996001E+00   0.9992890E+00   0.9988889E+00   0.9983998E+00   0.9978216E+00   0.9971541E+00   0.9963973E+00   0.9955510E+00   0.9946152E+00   0.9935895E+00   0.9924739E+00   0.9912681E+00   0.9899720E+00   0.9885852E+00   0.9871077E+00   0.9855391E+00   0.9838791E+00   0.9821274E+00   0.9802838E+00   0.9783478E+00   0.9763192E+00   0.9741976E+00   0.9719826E+00   0.9696737E+00   0.9672706E+00   0.9647728E+00   0.9621798E+00   0.9594912E+00   0.9567064E+00   0.9538249E+00   0.9508461E+00   0.9477695E+00   0.9445944E+00   0.9413202E+00   0.9379463E+00   0.9344720E+00   0.9308965E+00   0.9272191E+00   0.9234391E+00   0.9195556E+00   0.9155678E+00   0.9114749E+00   0.9072759E+00   0.9029699E+00   0.8985560E+00   0.8940332E+00   0.8894004E+00   0.8846565E+00   0.8798004E+00   0.8748310E+00   0.8697470E+00   0.8645473E+00   0.8592305E+00   0.8537952E+00   0.8482401E+00   0.8425638E+00   0.8367648E+00   0.8308414E+00   0.8247922E+00   0.8186155E+00   0.8123096E+00   0.8058726E+00   0.7993029E+00   0.7925985E+00   0.7857574E+00   0.7787778E+00   0.7716576E+00   0.7643947E+00   0.7569870E+00   0.7494323E+00   0.7417285E+00   0.7338734E+00   0.7258647E+00   0.7177004E+00   0.7093784E+00   0.7008967E+00   0.6922535E+00   0.6834472E+00   0.6744765E+00   0.6653407E+00   0.6560395E+00   0.6465735E+00   0.6369447E+00   0.6271563E+00   0.6172139E+00   0.6071259E+00   0.5969050E+00   0.5865699E+00   0.5761475E+00   0.5656777E+00   0.5552197E+00   0.5448628E+00   0.5347470E+00   0.5251010E+00   0.5163261E+00   0.5092067E+00   0.5056342E+00   0.5155968E+00
 0.5235988E-01   0.1000000E+01   0.9999556E+00   0.9998224E+00   0.9996003E+00   0.9992894E+00   0.9988895E+00   0.9984006E+00   0.9978227E+00   0.9971556E+00   0.9963992E+00   0.9955533E+00   0.9946179E+00   0.9935928E+00   0.9924777E+00   0.9912726E+00   0.9899771E+00   0.9885911E+00   0.9871144E+00   0.9855466E+00   0.9838874E+00   0.9821367E+00   0.9802941E+00   0.9783592E+00   0.9763317E+00   0.9742112E+00   0.9719974E+00   0.9696898E+00   0.9672880E+00   0.9647916E+00   0.9622001E+00   0.9595130E+00   0.9567298E+00   0.9538499E+00   0.9508729E+00   0.9477981E+00   0.9446249E+00   0.9413527E+00   0.9379808E+00   0.9345086E+00   0.9309353E+00   0.9272602E+00   0.9234825E+00   0.9196015E+00   0.9156163E+00   0.9115261E+00   0.9073299E+00   0.9030268E+00   0.8986159E+00   0.8940962E+00   0.8894666E+00   0.8847261E+00   0.8798735E+00   0.8749077E+00   0.8698275E+00   0.8646317E+00   0.8593189E+00   0.8538879E+00   0.8483373E+00   0.8426655E+00   0.8368712E+00   0.8309529E+00   0.8249088E+00   0.8187375E+00   0.8124372E+00   0.8060061E+00   0.7994424E+00   0.7927444E+00   0.7859100E+00   0.7789374E+00   0.7718244E+00   0.7645691E+00   0.7571693E+00   0.7496230E+00   0.7419279E+00   0.7340819E+00   0.7260829E+00   0.7179287E+00   0.7096174E+00   0.7011469E+00   0.6925155E+00   0.6837216E+00   0.6747641E+00   0.6656422E+00   0.6563558E+00   0.6469055E+00   0.6372934E+00   0.6275227E+00   0.6175993E+00   0.6075316E+00   0.5973324E+00   0.5870206E+00   0.5766233E+00   0.5661807E+00   0.5557521E+00   0.5454271E+00   0.5353460E+00   0.5257380E+00   0.5170043E+00   0.5099295E+00   0.5064033E+00   0.5163988E+00
 0.6981317E-01   0.1000000E+01   0.9999556E+00   0.9998225E+00   0.9996006E+00   0.9992899E+00   0.9988903E+00   0.9984018E+00   0.9978243E+00   0.9971576E+00   0.9964017E+00   0.9955565E+00   0.9946218E+00   0.9935974E+00   0.9924831E+00   0.9912788E+00   0.9899843E+00   0.9885994E+00   0.9871237E+00   0.9855570E+00   0.9838991E+00   0.9821497E+00   0.9803084E+00   0.9783750E+00   0.9763490E+00   0.9742302E+00   0.9720181E+00   0.9697123E+00   0.9673123E+00   0.9648179E+00   0.9622284E+00   0.9595435E+00   0.9567625E+00   0.9538850E+00   0.9509103E+00   0.9478380E+00   0.9446675E+00   0.9413980E+00   0.9380290E+00   0.9345597E+00   0.9309895E+00   0.9273176E+00   0.9235433E+00   0.9196658E+00   0.9156842E+00   0.9115976E+00   0.9074053E+00   0.9031063E+00   0.8986996E+00   0.8941842E+00   0.8895591E+00   0.8848233E+00   0.8799756E+00   0.8750149E+00   0.8699400E+00   0.8647496E+00   0.8594425E+00   0.8540174E+00   0.8484729E+00   0.8428076E+00   0.8370200E+00   0.8311085E+00   0.8250717E+00   0.8189079E+00   0.8126154E+00   0.8061925E+00   0.7996374E+00   0.7929482E+00   0.7861231E+00   0.7791602E+00   0.7720573E+00   0.7648126E+00   0.7574240E+00   0.7498892E+00   0.7422063E+00   0.7343731E+00   0.7263875E+00   0.7182474E+00   0.7099509E+00   0.7014960E+00   0.6928810E+00   0.6841046E+00   0.6751654E+00   0.6660629E+00   0.6567971E+00   0.6473687E+00   0.6377798E+00   0.6280339E+00   0.6181368E+00   0.6080972E+00   0.5979283E+00   0.5876489E+00   0.5772866E+00   0.5668818E+00   0.5564939E+00   0.5462133E+00   0.5361804E+00   0.5266249E+00   0.5179484E+00   0.5109353E+00   0.5074730E+00   0.5175133E+00
 0.8726646E-01   0.1000000E+01   0.9999557E+00   0.9998227E+00   0.9996010E+00   0.9992905E+00   0.9988913E+00   0.9984032E+00   0.9978262E+00   0.9971602E+00   0.9964050E+00   0.9955606E+00   0.9946267E+00   0.9936032E+00   0.9924900E+00   0.9912869E+00   0.9899936E+00   0.9886099E+00   0.9871356E+00   0.9855705E+00   0.9839142E+00   0.9821664E+00   0.9803269E+00   0.9783953E+00   0.9763713E+00   0.9742546E+00   0.9720446E+00   0.9697411E+00   0.9673436E+00   0.9648516E+00   0.9622648E+00   0.9595825E+00   0.9568044E+00   0.9539299E+00   0.9509584E+00   0.9478893E+00   0.9447221E+00   0.9414562E+00   0.9380908E+00   0.9346254E+00   0.9310591E+00   0.9273913E+00   0.9236213E+00   0.9197482E+00   0.9157712E+00   0.9116895E+00   0.9075021E+00   0.9032083E+00   0.8988069E+00   0.8942971E+00   0.8896778E+00   0.8849480E+00   0.8801066E+00   0.8751524E+00   0.8700842E+00   0.8649009E+00   0.8596011E+00   0.8541835E+00   0.8486469E+00   0.8429898E+00   0.8372107E+00   0.8313081E+00   0.8252806E+00   0.8191264E+00   0.8128439E+00   0.8064314E+00   0.7998872E+00   0.7932094E+00   0.7863962E+00   0.7794457E+00   0.7723558E+00   0.7651247E+00   0.7577502E+00   0.7502303E+00   0.7425630E+00   0.7347461E+00   0.7267777E+00   0.7186556E+00   0.7103780E+00   0.7019431E+00   0.6933492E+00   0.6845949E+00   0.6756792E+00   0.6666015E+00   0.6573619E+00   0.6479614E+00   0.6384021E+00   0.6286878E+00   0.6188243E+00   0.6088208E+00   0.5986904E+00   0.5884523E+00   0.5781346E+00   0.5677777E+00   0.5574419E+00   0.5472176E+00   0.5372460E+00   0.5277572E+00   0.5191532E+00   0.5122181E+00   0.5088364E+00   0.5189319E+00
 0.1047198E+00   0.1000000E+01   0.9999557E+00   0.9998229E+00   0.9996014E+00   0.9992913E+00   0.9988925E+00   0.9984050E+00   0.9978287E+00   0.9971634E+00   0.9964090E+00   0.9955655E+00   0.9946327E+00   0.9936104E+00   0.9924985E+00   0.9912967E+00   0.9900049E+00   0.9886228E+00   0.9871502E+00   0.9855869E+00   0.9839325E+00   0.9821868E+00   0.9803494E+00   0.9784201E+00   0.9763985E+00   0.9742843E+00   0.9720770E+00   0.9697763E+00   0.9673817E+00   0.9648928E+00   0.9623091E+00   0.9596302E+00   0.9568556E+00   0.9539847E+00   0.9510170E+00   0.9479519E+00   0.9447888E+00   0.9415271E+00   0.9381662E+00   0.9347054E+00   0.9311439E+00   0.9274812E+00   0.9237163E+00   0.9198486E+00   0.9158773E+00   0.9118014E+00   0.9076201E+00   0.9033325E+00   0.8989377E+00   0.8944347E+00   0.8898225E+00   0.8851000E+00   0.8802662E+00   0.8753199E+00   0.8702599E+00   0.8650851E+00   0.8597942E+00   0.8543859E+00   0.8488589E+00   0.8432117E+00   0.8374430E+00   0.8315512E+00   0.8255349E+00   0.8193924E+00   0.8131221E+00   0.8067224E+00   0.8001914E+00   0.7935275E+00   0.7867287E+00   0.7797932E+00   0.7727191E+00   0.7655045E+00   0.7581472E+00   0.7506454E+00   0.7429970E+00   0.7352000E+00   0.7272523E+00   0.7191522E+00   0.7108976E+00   0.7024868E+00   0.6939184E+00   0.6851911E+00   0.6763038E+00   0.6672562E+00   0.6580485E+00   0.6486817E+00   0.6391583E+00   0.6294822E+00   0.6196594E+00   0.6096994E+00   0.5996156E+00   0.5894276E+00   0.5791636E+00   0.5688647E+00   0.5585915E+00   0.5484352E+00   0.5385375E+00   0.5291289E+00   0.5206120E+00   0.5137703E+00   0.5104848E+00   0.5206446E+00
 0.1221730E+00   0.1000000E+01   0.9999558E+00   0.9998231E+00   0.9996019E+00   0.9992923E+00   0.9988940E+00   0.9984071E+00   0.9978315E+00   0.9971671E+00   0.9964138E+00   0.9955714E+00   0.9946398E+00   0.9936189E+00   0.9925084E+00   0.9913083E+00   0.9900182E+00   0.9886380E+00   0.9871674E+00   0.9856062E+00   0.9839541E+00   0.9822108E+00   0.9803760E+00   0.9784494E+00   0.9764306E+00   0.9743193E+00   0.9721152E+00   0.9698177E+00   0.9674265E+00   0.9649413E+00   0.9623614E+00   0.9596864E+00   0.9569159E+00   0.9540493E+00   0.9510860E+00   0.9480256E+00   0.9448673E+00   0.9416107E+00   0.9382550E+00   0.9347997E+00   0.9312439E+00   0.9275870E+00   0.9238283E+00   0.9199670E+00   0.9160022E+00   0.9119332E+00   0.9077591E+00   0.9034789E+00   0.8990918E+00   0.8945968E+00   0.8899929E+00   0.8852790E+00   0.8804541E+00   0.8755171E+00   0.8704668E+00   0.8653020E+00   0.8600216E+00   0.8546241E+00   0.8491084E+00   0.8434729E+00   0.8377164E+00   0.8318373E+00   0.8258342E+00   0.8197055E+00   0.8134495E+00   0.8070647E+00   0.8005493E+00   0.7939016E+00   0.7871198E+00   0.7802020E+00   0.7731464E+00   0.7659511E+00   0.7586141E+00   0.7511334E+00   0.7435072E+00   0.7357334E+00   0.7278102E+00   0.7197356E+00   0.7115080E+00   0.7031256E+00   0.6945871E+00   0.6858912E+00   0.6770372E+00   0.6680248E+00   0.6588543E+00   0.6495271E+00   0.6400457E+00   0.6304141E+00   0.6206390E+00   0.6107298E+00   0.6007003E+00   0.5905706E+00   0.5803692E+00   0.5701379E+00   0.5599377E+00   0.5498604E+00   0.5400484E+00   0.5307329E+00   0.5223167E+00   0.5155829E+00   0.5124076E+00   0.5226388E+00
 0.1396263E+00   0.1000000E+01   0.9999558E+00   0.9998234E+00   0.9996025E+00   0.9992933E+00   0.9988957E+00   0.9984095E+00   0.9978348E+00   0.9971714E+00   0.9964192E+00   0.9955781E+00   0.9946480E+00   0.9936286E+00   0.9925199E+00   0.9913216E+00   0.9900335E+00   0.9886555E+00   0.9871872E+00   0.9856284E+00   0.9839789E+00   0.9822384E+00   0.9804065E+00   0.9784830E+00   0.9764675E+00   0.9743596E+00   0.9721591E+00   0.9698654E+00   0.9674782E+00   0.9649970E+00   0.9624215E+00   0.9597510E+00   0.9569852E+00   0.9541235E+00   0.9511654E+00   0.9481103E+00   0.9449576E+00   0.9417068E+00   0.9383571E+00   0.9349081E+00   0.9313588E+00   0.9277087E+00   0.9239571E+00   0.9201030E+00   0.9161459E+00   0.9120847E+00   0.9079188E+00   0.9036471E+00   0.8992689E+00   0.8947830E+00   0.8901886E+00   0.8854847E+00   0.8806701E+00   0.8757437E+00   0.8707045E+00   0.8655513E+00   0.8602827E+00   0.8548977E+00   0.8493949E+00   0.8437729E+00   0.8380304E+00   0.8321658E+00   0.8261779E+00   0.8200649E+00   0.8138254E+00   0.8074576E+00   0.8009601E+00   0.7943310E+00   0.7875686E+00   0.7806710E+00   0.7736366E+00   0.7664634E+00   0.7591495E+00   0.7516931E+00   0.7440922E+00   0.7363450E+00   0.7284497E+00   0.7204044E+00   0.7122076E+00   0.7038576E+00   0.6953532E+00   0.6866933E+00   0.6778772E+00   0.6689049E+00   0.6597769E+00   0.6504947E+00   0.6410611E+00   0.6314804E+00   0.6217594E+00   0.6119079E+00   0.6019403E+00   0.5918768E+00   0.5817466E+00   0.5715919E+00   0.5614744E+00   0.5514865E+00   0.5417714E+00   0.5325609E+00   0.5242581E+00   0.5176453E+00   0.5145929E+00   0.5249005E+00
 0.1570796E+00   0.1000000E+01   0.9999559E+00   0.9998237E+00   0.9996032E+00   0.9992945E+00   0.9988976E+00   0.9984123E+00   0.9978385E+00   0.9971763E+00   0.9964254E+00   0.9955858E+00   0.9946572E+00   0.9936396E+00   0.9925328E+00   0.9913366E+00   0.9900508E+00   0.9886752E+00   0.9872095E+00   0.9856535E+00   0.9840069E+00   0.9822695E+00   0.9804410E+00   0.9785209E+00   0.9765091E+00   0.9744051E+00   0.9722086E+00   0.9699192E+00   0.9675365E+00   0.9650600E+00   0.9624893E+00   0.9598240E+00   0.9570635E+00   0.9542073E+00   0.9512550E+00   0.9482060E+00   0.9450596E+00   0.9418153E+00   0.9384724E+00   0.9350304E+00   0.9314885E+00   0.9278461E+00   0.9241023E+00   0.9202565E+00   0.9163079E+00   0.9122557E+00   0.9080990E+00   0.9038369E+00   0.8994686E+00   0.8949931E+00   0.8904095E+00   0.8857166E+00   0.8809136E+00   0.8759993E+00   0.8709725E+00   0.8658323E+00   0.8605772E+00   0.8552062E+00   0.8497179E+00   0.8441110E+00   0.8383842E+00   0.8325361E+00   0.8265651E+00   0.8204699E+00   0.8142488E+00   0.8079003E+00   0.8014228E+00   0.7948146E+00   0.7880739E+00   0.7811992E+00   0.7741885E+00   0.7670401E+00   0.7597522E+00   0.7523229E+00   0.7447505E+00   0.7370332E+00   0.7291691E+00   0.7211567E+00   0.7129943E+00   0.7046806E+00   0.6962144E+00   0.6875947E+00   0.6788212E+00   0.6698937E+00   0.6608132E+00   0.6515813E+00   0.6422010E+00   0.6326771E+00   0.6230165E+00   0.6132294E+00   0.6033306E+00   0.5933409E+00   0.5832899E+00   0.5732203E+00   0.5631946E+00   0.5533059E+00   0.5436981E+00   0.5346036E+00   0.5264258E+00   0.5199458E+00   0.5170272E+00   0.5274140E+00
