 -2.5  0.0   3216    0   1.096   1.602   1.612   3.637   1.244   0.348   7.000  -3.944
 -2.5  0.0   3150    0   1.014   1.604   1.736   3.864   1.258   0.373   7.400  -4.319
 -2.5  0.0   3079    0   0.963   1.616   1.862   4.084   1.272   0.399   7.800  -4.697
 -2.5  0.0   3006    0   0.938   1.635   1.990   4.298   1.286   0.426   8.200  -5.076
 -2.5  0.0   2934    0   0.937   1.660   2.121   4.507   1.301   0.454   8.600  -5.455
 -2.5  0.0   2867    0   0.958   1.691   2.253   4.710   1.319   0.483   9.000  -5.833
 -2.5  0.0   2806    0   0.983   1.732   2.387   4.908   1.340   0.514   9.400  -6.212
 -2.5  0.0   2747    0   1.038   1.778   2.521   5.100   1.365   0.544   9.800  -6.591
 -2.5  0.0   2689    0   1.113   1.830   2.654   5.284   1.395   0.576  10.200  -6.969
 -2.5  0.5  44000    0  -1.200  -0.370  -0.160  -0.470  -0.251  -0.041  -1.060  -4.376
 -2.5  0.5  38450    0  -1.175  -0.344  -0.145  -0.435  -0.237  -0.038  -1.000  -3.946
 -2.5  0.5  34174    0  -1.141  -0.303  -0.122  -0.384  -0.213  -0.034  -0.900  -3.591
 -2.5  0.5  30767    0  -1.110  -0.262  -0.106  -0.329  -0.190  -0.030  -0.800  -3.223
 -2.5  0.5  26892    0  -1.068  -0.224  -0.083  -0.275  -0.166  -0.026  -0.700  -2.705
 -2.5  0.5  23638    0  -1.004  -0.200  -0.075  -0.244  -0.143  -0.022  -0.600  -2.231
 -2.5  0.5  21294    0  -0.947  -0.182  -0.066  -0.219  -0.119  -0.019  -0.500  -1.902
 -2.5  0.5  18883    0  -0.896  -0.167  -0.054  -0.196  -0.096  -0.015  -0.400  -1.617
 -2.5  0.5  16579    0  -0.796  -0.134  -0.048  -0.152  -0.073  -0.012  -0.300  -1.328
 -2.5  0.5  14700    0  -0.708  -0.109  -0.038  -0.117  -0.050  -0.008  -0.200  -1.022
 -2.5  0.5  13057    0  -0.607  -0.082  -0.028  -0.074  -0.026  -0.005  -0.100  -0.725
 -2.5  0.5  11512    0  -0.491  -0.052  -0.017  -0.024  -0.003  -0.001   0.000  -0.483
 -2.5  0.5  10116    0  -0.376  -0.025  -0.006   0.020   0.021   0.002   0.100  -0.287
 -2.5  0.5   9005    0  -0.204   0.004   0.008   0.068   0.045   0.006   0.200  -0.118
 -2.5  0.5   8312    0  -0.090   0.033   0.028   0.117   0.069   0.009   0.300  -0.021
 -2.5  0.5   7895    0  -0.083   0.074   0.051   0.174   0.093   0.013   0.400   0.011
 -2.5  0.5   7592    0  -0.104   0.113   0.076   0.229   0.118   0.016   0.500   0.018
 -2.5  0.5   7346    0  -0.135   0.151   0.102   0.282   0.143   0.020   0.600   0.014
 -2.5  0.5   7124    0  -0.210   0.183   0.127   0.333   0.168   0.024   0.700   0.005
 -2.5  0.5   6916    0  -0.258   0.213   0.152   0.383   0.194   0.028   0.800  -0.010
 -2.5  0.5   6716    0  -0.313   0.243   0.176   0.433   0.221   0.033   0.900  -0.027
 -2.5  0.5   6535    0  -0.369   0.273   0.198   0.484   0.250   0.038   1.000  -0.046
 -2.5  0.5   6372    0  -0.420   0.304   0.219   0.533   0.280   0.043   1.100  -0.066
 -2.5  0.5   6214    0  -0.459   0.336   0.239   0.580   0.311   0.049   1.200  -0.087
 -2.5  0.5   6062    0  -0.481   0.371   0.260   0.624   0.343   0.054   1.300  -0.109
 -2.5  0.5   5915    0  -0.483   0.408   0.280   0.665   0.375   0.059   1.400  -0.130
 -2.5  0.5   5775    0  -0.464   0.449   0.301   0.704   0.406   0.064   1.500  -0.153
 -2.5  0.5   5643    0  -0.425   0.492   0.322   0.742   0.438   0.069   1.600  -0.176
 -2.5  0.5   5519    0  -0.368   0.538   0.344   0.780   0.470   0.074   1.700  -0.200
 -2.5  0.5   5402    0  -0.297   0.585   0.366   0.816   0.501   0.078   1.800  -0.225
 -2.5  0.5   5291    0  -0.216   0.633   0.388   0.852   0.533   0.083   1.900  -0.251
 -2.5  0.5   5186    0  -0.121   0.682   0.411   0.888   0.564   0.088   2.000  -0.277
 -2.5  0.5   5086    0  -0.021   0.732   0.433   0.924   0.595   0.092   2.100  -0.304
 -2.5  0.5   4989    0   0.083   0.783   0.456   0.959   0.626   0.097   2.200  -0.332
 -2.5  0.5   4894    0   0.188   0.836   0.479   0.994   0.656   0.101   2.300  -0.361
 -2.5  0.5   4798    0   0.295   0.890   0.502   1.029   0.686   0.105   2.400  -0.394
 -2.5  0.5   4700    0   0.405   0.947   0.525   1.065   0.716   0.110   2.500  -0.432
 -2.5  0.5   4608    0   0.522   1.006   0.549   1.102   0.745   0.114   2.600  -0.474
 -2.5  0.5   4522    0   0.648   1.067   0.573   1.142   0.773   0.119   2.700  -0.520
 -2.5  0.5   4439    0   0.782   1.129   0.597   1.184   0.799   0.123   2.800  -0.569
 -2.5  0.5   4358    0   0.922   1.192   0.621   1.229   0.825   0.128   2.900  -0.622
 -2.5  0.5   4281    0   1.066   1.256   0.645   1.275   0.850   0.133   3.000  -0.678
 -2.5  0.5   4209    0   1.210   1.317   0.669   1.323   0.874   0.138   3.100  -0.734
 -2.5  0.5   4139    0   1.351   1.376   0.693   1.372   0.897   0.144   3.200  -0.790
 -2.5  0.5   4072    0   1.488   1.433   0.716   1.422   0.920   0.149   3.300  -0.847
 -2.5  0.5   4010    0   1.614   1.486   0.740   1.474   0.941   0.154   3.400  -0.907
 -2.5  0.5   3955    0   1.725   1.535   0.763   1.527   0.962   0.160   3.500  -0.971
 -2.5  0.5   3905    0   1.820   1.577   0.787   1.581   0.982   0.165   3.600  -1.038
 -2.5  0.5   3859    0   1.895   1.614   0.811   1.635   1.001   0.171   3.700  -1.106
 -2.5  0.5   3821    0   1.948   1.644   0.835   1.689   1.020   0.176   3.800  -1.174
 -2.5  0.5   3789    0   1.982   1.669   0.858   1.743   1.037   0.182   3.900  -1.242
 -2.5  0.5   3760    0   2.001   1.689   0.880   1.797   1.052   0.187   4.000  -1.313
 -2.5  0.5   3733    0   2.009   1.706   0.901   1.853   1.067   0.192   4.100  -1.391
 -2.5  0.5   3707    0   2.010   1.721   0.920   1.910   1.079   0.197   4.200  -1.472
 -2.5  0.5   3680    0   2.007   1.734   0.939   1.969   1.090   0.201   4.300  -1.553
 -2.5  0.5   3653    0   2.002   1.746   0.958   2.028   1.101   0.206   4.400  -1.634
 -2.5  0.5   3628    0   1.990   1.754   0.977   2.088   1.110   0.211   4.500  -1.715
 -2.5  0.5   3604    0   1.975   1.761   0.996   2.150   1.118   0.216   4.600  -1.796
 -2.5  0.5   3582    0   1.947   1.764   1.015   2.212   1.125   0.221   4.700  -1.877
 -2.5  0.5   3561    0   1.919   1.764   1.035   2.275   1.132   0.226   4.800  -1.958
 -2.5  0.5   3540    0   1.880   1.760   1.055   2.339   1.138   0.231   4.900  -2.039
 -2.5  0.5   3525    0   1.829   1.752   1.077   2.405   1.143   0.236   5.000  -2.106
 -2.5  0.5   3454    0   1.656   1.730   1.167   2.666   1.161   0.257   5.400  -2.484
 -2.5  0.5   3392    0   1.472   1.698   1.270   2.927   1.175   0.278   5.800  -2.848
 -2.5  0.5   3333    0   1.311   1.668   1.383   3.182   1.189   0.300   6.200  -3.212
 -2.5  0.5   3273    0   1.189   1.650   1.501   3.426   1.204   0.324   6.600  -3.576
 -2.5  0.5   3210    0   1.105   1.644   1.623   3.659   1.220   0.348   7.000  -3.944
 -2.5  0.5   3143    0   1.054   1.649   1.747   3.883   1.236   0.374   7.400  -4.319
 -2.5  0.5   3072    0   1.031   1.663   1.873   4.099   1.253   0.400   7.800  -4.697
 -2.5  0.5   2999    0   1.034   1.682   2.001   4.308   1.271   0.427   8.200  -5.076
 -2.5  0.5   2927    0   1.058   1.706   2.131   4.510   1.292   0.454   8.600  -5.455
 -2.5  0.5   2859    0   1.103   1.735   2.263   4.706   1.315   0.483   9.000  -5.833
 -2.5  0.5   2798    0   1.161   1.775   2.396   4.896   1.342   0.514   9.400  -6.212
 -2.5  0.5   2739    0   1.238   1.817   2.529   5.078   1.374   0.544   9.800  -6.591
 -2.5  0.5   2679    0   1.335   1.865   2.662   5.252   1.411   0.576  10.200  -6.969
 -2.5  1.0  44000    0  -1.200  -0.370  -0.160  -0.470  -0.251  -0.041  -1.060  -4.336
 -2.5  1.0  38450    0  -1.175  -0.344  -0.145  -0.435  -0.237  -0.038  -1.000  -3.906
 -2.5  1.0  34174    0  -1.141  -0.303  -0.122  -0.384  -0.213  -0.034  -0.900  -3.551
 -2.5  1.0  30767    0  -1.110  -0.262  -0.106  -0.329  -0.190  -0.030  -0.800  -3.183
 -2.5  1.0  26892    0  -1.068  -0.224  -0.083  -0.275  -0.166  -0.026  -0.700  -2.671
 -2.5  1.0  23638    0  -1.004  -0.200  -0.075  -0.244  -0.143  -0.022  -0.600  -2.212
 -2.5  1.0  21294    0  -0.947  -0.182  -0.066  -0.219  -0.119  -0.019  -0.500  -1.891
 -2.5  1.0  18877    0  -0.896  -0.167  -0.054  -0.196  -0.096  -0.015  -0.400  -1.602
 -2.5  1.0  16555    0  -0.796  -0.134  -0.047  -0.152  -0.073  -0.012  -0.300  -1.304
 -2.5  1.0  14652    0  -0.708  -0.109  -0.038  -0.117  -0.050  -0.008  -0.200  -0.995
 -2.5  1.0  12986    0  -0.607  -0.082  -0.027  -0.074  -0.026  -0.005  -0.100  -0.697
 -2.5  1.0  11409    0  -0.491  -0.052  -0.016  -0.024  -0.003  -0.001   0.000  -0.451
 -2.5  1.0  10009    0  -0.376  -0.025  -0.005   0.020   0.021   0.002   0.100  -0.258
 -2.5  1.0   8946    0  -0.204   0.004   0.010   0.068   0.045   0.006   0.200  -0.105
 -2.5  1.0   8292    0  -0.088   0.034   0.029   0.117   0.069   0.009   0.300  -0.019
 -2.5  1.0   7882    0  -0.080   0.075   0.053   0.174   0.093   0.013   0.400   0.009
 -2.5  1.0   7582    0  -0.100   0.115   0.078   0.228   0.118   0.016   0.500   0.016
 -2.5  1.0   7339    0  -0.129   0.153   0.104   0.281   0.143   0.020   0.600   0.011
 -2.5  1.0   7124    0  -0.201   0.186   0.128   0.333   0.168   0.024   0.700   0.001
 -2.5  1.0   6924    0  -0.247   0.217   0.153   0.382   0.194   0.028   0.800  -0.013
 -2.5  1.0   6732    0  -0.298   0.248   0.177   0.432   0.221   0.033   0.900  -0.030
 -2.5  1.0   6556    0  -0.351   0.278   0.200   0.481   0.250   0.038   1.000  -0.048
 -2.5  1.0   6392    0  -0.400   0.309   0.221   0.529   0.279   0.043   1.100  -0.068
 -2.5  1.0   6234    0  -0.438   0.342   0.241   0.575   0.310   0.049   1.200  -0.089
 -2.5  1.0   6082    0  -0.460   0.376   0.261   0.618   0.342   0.054   1.300  -0.110
 -2.5  1.0   5935    0  -0.463   0.413   0.281   0.659   0.373   0.059   1.400  -0.132
 -2.5  1.0   5794    0  -0.446   0.452   0.302   0.698   0.405   0.064   1.500  -0.154
 -2.5  1.0   5661    0  -0.409   0.494   0.324   0.736   0.436   0.069   1.600  -0.177
 -2.5  1.0   5533    0  -0.353   0.539   0.345   0.773   0.468   0.073   1.700  -0.201
 -2.5  1.0   5413    0  -0.284   0.585   0.367   0.810   0.499   0.078   1.800  -0.226
 -2.5  1.0   5298    0  -0.204   0.631   0.390   0.846   0.530   0.083   1.900  -0.251
 -2.5  1.0   5189    0  -0.109   0.679   0.412   0.882   0.561   0.087   2.000  -0.278
 -2.5  1.0   5083    0  -0.008   0.728   0.435   0.918   0.592   0.092   2.100  -0.306
 -2.5  1.0   4981    0   0.099   0.778   0.457   0.955   0.622   0.096   2.200  -0.335
 -2.5  1.0   4881    0   0.209   0.830   0.480   0.991   0.652   0.100   2.300  -0.365
 -2.5  1.0   4783    0   0.322   0.884   0.504   1.027   0.682   0.105   2.400  -0.399
 -2.5  1.0   4685    0   0.439   0.939   0.527   1.064   0.711   0.109   2.500  -0.437
 -2.5  1.0   4593    0   0.562   0.998   0.551   1.103   0.739   0.113   2.600  -0.479
 -2.5  1.0   4506    0   0.691   1.058   0.575   1.143   0.767   0.118   2.700  -0.526
 -2.5  1.0   4422    0   0.826   1.120   0.599   1.186   0.793   0.123   2.800  -0.576
 -2.5  1.0   4341    0   0.966   1.182   0.623   1.231   0.818   0.128   2.900  -0.629
 -2.5  1.0   4264    0   1.107   1.244   0.647   1.277   0.842   0.133   3.000  -0.684
 -2.5  1.0   4192    0   1.251   1.304   0.671   1.325   0.865   0.138   3.100  -0.740
 -2.5  1.0   4122    0   1.389   1.363   0.695   1.375   0.887   0.143   3.200  -0.795
 -2.5  1.0   4056    0   1.523   1.419   0.719   1.425   0.909   0.148   3.300  -0.850
 -2.5  1.0   3996    0   1.643   1.471   0.743   1.477   0.929   0.154   3.400  -0.908
 -2.5  1.0   3942    0   1.749   1.519   0.767   1.530   0.949   0.159   3.500  -0.971
 -2.5  1.0   3894    0   1.838   1.561   0.791   1.584   0.967   0.165   3.600  -1.038
 -2.5  1.0   3852    0   1.906   1.597   0.816   1.639   0.986   0.170   3.700  -1.106
 -2.5  1.0   3815    0   1.952   1.627   0.841   1.694   1.003   0.176   3.800  -1.174
 -2.5  1.0   3783    0   1.976   1.652   0.865   1.749   1.018   0.181   3.900  -1.242
 -2.5  1.0   3754    0   1.982   1.673   0.888   1.806   1.033   0.186   4.000  -1.313
 -2.5  1.0   3726    0   1.977   1.691   0.910   1.863   1.046   0.191   4.100  -1.391
 -2.5  1.0   3699    0   1.964   1.707   0.930   1.922   1.057   0.196   4.200  -1.472
 -2.5  1.0   3672    0   1.946   1.721   0.949   1.981   1.068   0.201   4.300  -1.553
 -2.5  1.0   3644    0   1.926   1.734   0.968   2.042   1.077   0.206   4.400  -1.634
