line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.152691945927863E+06   11.999780  3.971421  4.475682  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.3687  4.475682   -8.875  1.029336  7.553139  0.7350468E+00  0.2588627E+00  1.3121420E-05  3.5744454E-06  1.9355293E-03  1.8593290E-03  7.0048687E-06  6.2713377E-09  8.0381003E-04  2.5200405E-06  2.236E-06  1.116E-04  1.250E-04  9.382E-01  1.072E+00  6.64E+02  0.00E+00  2.86E+02  0.605851  0.020847  0.0000000E+00  1.5220065222E-01
  2  0.592400537354229E+06   11.999190  3.977224  4.462756  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.3682  4.462756   -8.870  1.008153  7.547432  0.7268007E+00  0.2672028E+00  1.6224493E-05  4.4014871E-06  2.5875143E-03  1.1104724E-03  5.4587025E-06  5.5271371E-09  8.0268103E-04  6.5814420E-07  4.790E-06  1.010E-04  1.250E-04  9.382E-01  1.072E+00  6.43E+02  0.00E+00  2.77E+02  0.605851  0.021128  0.0000000E+00  1.5213636165E-01
  3  0.982270455631220E+06   11.998660  3.982357  4.459827  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874617E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  3.138E-18  0.3658  4.459827   -8.863  0.998862  7.545303  0.7183880E+00  0.2756648E+00  1.8214013E-05  4.9355468E-06  2.9286050E-03  7.1910984E-04  3.5786022E-06  2.5749223E-09  8.0172003E-04  8.1567983E-08  5.687E-06  9.781E-05  1.250E-04  9.382E-01  1.072E+00  6.36E+02  0.00E+00  2.74E+02  0.605851  0.021380  0.0000000E+00  1.5208471967E-01
  4  0.134429252260271E+07   11.998157  3.987442  4.458692  0.7380571E+00  0.2559004E+00  9.7849355E-04  1.1874903E-05  2.8232500E-04  2.4507751E-03  9.7097213E-07  5.5284597E-06  8.0438135E-04  6.5060717E-05  7.643E-15  0.3633  4.458692   -8.853  0.993908  7.544517  0.7102069E+00  0.2838746E+00  1.9405829E-05  5.2586069E-06  3.1259956E-03  4.9258863E-04  2.4545821E-06  1.7645686E-09  8.0086320E-04  3.3766074E-08  5.849E-06  9.622E-05  1.235E-04  9.382E-01  1.071E+00  6.32E+02  0.00E+00  2.72E+02  0.606092  0.021633  0.0000000E+00  1.5203579545E-01
  5  0.170631458957421E+07   11.997643  3.992598  4.457890  0.7380571E+00  0.2559004E+00  9.7848308E-04  1.1881351E-05  2.8233094E-04  2.4507746E-03  9.7097996E-07  5.5284367E-06  8.0438135E-04  6.5060669E-05  4.771E-13  0.3611  4.457890   -8.842  0.990974  7.544418  0.7020844E+00  0.2920143E+00  2.0146217E-05  5.4596775E-06  3.2448531E-03  3.5615950E-04  1.7695927E-06  1.2812368E-09  8.0005544E-04  7.2143277E-08  5.630E-06  9.495E-05  1.223E-04  9.380E-01  1.072E+00  6.29E+02  0.00E+00  2.71E+02  0.606617  0.021892  0.0000000E+00  1.5198543226E-01
  6  0.206648013312534E+07   11.997118  3.997729  4.457230  0.7380571E+00  0.2559004E+00  9.7840304E-04  1.1920737E-05  2.8238917E-04  2.4507678E-03  9.7107029E-07  5.5282305E-06  8.0438134E-04  6.5060029E-05  5.173E-12  0.3580  4.457230   -8.832  0.988971  7.544638  0.6937678E+00  0.3003425E+00  2.0714331E-05  5.6154853E-06  3.3243662E-03  2.6477889E-04  1.3001399E-06  9.4888566E-10  7.9925003E-04  5.3134403E-08  5.280E-06  9.391E-05  1.214E-04  9.377E-01  1.072E+00  6.27E+02  0.00E+00  2.71E+02  0.607976  0.022154  0.0000000E+00  1.5193370991E-01
  7  0.241736305957464E+07   11.996594  4.003038  4.456698  0.7380568E+00  0.2559007E+00  9.7807256E-04  1.2053432E-05  2.8267289E-04  2.4507251E-03  9.7156045E-07  5.5272766E-06  8.0438130E-04  6.5056294E-05  2.538E-11  0.3560  4.456698   -8.820  0.987852  7.545097  0.6855272E+00  0.3085906E+00  2.1092552E-05  5.7171664E-06  3.3764843E-03  2.0487337E-04  9.9407271E-07  7.2649975E-10  7.9846444E-04  3.0820499E-08  4.880E-06  9.294E-05  1.206E-04  9.374E-01  1.072E+00  6.24E+02  0.00E+00  2.70E+02  0.609278  0.022427  0.0000000E+00  1.5188164727E-01
  8  0.276824598602394E+07   11.996055  4.008233  4.456221  0.7380557E+00  0.2559018E+00  9.7710345E-04  1.2381176E-05  2.8360123E-04  2.4505627E-03  9.7326854E-07  5.5242565E-06  8.0438113E-04  6.5042709E-05  7.751E-11  0.3534  4.456221   -8.808  0.986985  7.545703  0.6772480E+00  0.3168746E+00  2.1338005E-05  5.7840819E-06  3.4100438E-03  1.6629072E-04  8.0167250E-07  5.9046801E-10  7.9768267E-04  5.0892922E-08  4.449E-06  9.199E-05  1.198E-04  9.372E-01  1.073E+00  6.21E+02  0.00E+00  2.70E+02  0.610394  0.022698  0.0000000E+00  1.5182786567E-01
