line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.264587827156240E+07    3.000000  1.958014  4.189635  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2263  4.189635    0.000  1.737560  7.415098  0.7350422E+00  0.2588235E+00  7.9336410E-06  2.1181992E-06  1.6547890E-03  2.1376051E-03  6.1287091E-05  2.4476038E-08  8.0438135E-04  6.5060718E-05  0.000E+00  3.689E-04  2.996E-04  8.648E-01  1.328E+00  5.62E+02  0.00E+00  3.58E+02  0.826181  0.000809  0.0000000E+00  1.2492503576E-02
  2  0.114118039871680E+08    2.999991  1.958708  4.127572  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2330  4.127572    0.000  1.720809  7.410627  0.7268596E+00  0.2670773E+00  1.0068877E-05  2.6892194E-06  2.1438225E-03  1.5866636E-03  4.9055234E-05  2.1104793E-08  8.0438135E-04  6.5060718E-05  0.000E+00  2.400E-04  2.996E-04  8.648E-01  1.328E+00  4.87E+02  0.00E+00  3.10E+02  0.826181  0.000810  0.0000000E+00  1.2491117021E-02
  3  0.191223117012786E+08    2.999991  1.962212  4.119932  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2329  4.119932    0.000  1.713330  7.409172  0.7187543E+00  0.2752279E+00  1.1418974E-05  3.0478547E-06  2.4520101E-03  1.2407248E-03  4.0003405E-05  1.5527060E-08  8.0438135E-04  6.5060718E-05  0.000E+00  2.263E-04  2.996E-04  8.648E-01  1.328E+00  4.78E+02  0.00E+00  3.04E+02  0.826181  0.000816  0.0000000E+00  1.2491117021E-02
  4  0.254468800541188E+08    2.999991  1.966351  4.117958  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874617E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2308  4.117958    0.000  1.709561  7.408608  0.7108031E+00  0.2832128E+00  1.2545768E-05  3.3477151E-06  2.6798104E-03  9.8562007E-04  3.2446431E-05  1.2482192E-08  8.0438135E-04  6.5060718E-05  0.000E+00  2.210E-04  2.996E-04  8.648E-01  1.328E+00  4.74E+02  0.00E+00  3.02E+02  0.826181  0.000824  0.0000000E+00  1.2491117021E-02
  5  0.321228133154501E+08    2.999991  1.970477  4.116521  0.7380571E+00  0.2559004E+00  9.7849374E-04  1.1874730E-05  2.8232495E-04  2.4507751E-03  9.7097218E-07  5.5284601E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2290  4.116521    0.000  1.705979  7.408234  0.7026073E+00  0.2914330E+00  1.3299039E-05  3.5485720E-06  2.8465487E-03  7.9942610E-04  2.6477769E-05  1.0167556E-08  8.0438135E-04  6.5060718E-05  0.000E+00  2.175E-04  2.962E-04  8.645E-01  1.329E+00  4.71E+02  0.00E+00  3.01E+02  0.826796  0.000832  0.0000000E+00  1.2491117021E-02
  6  0.386230641225358E+08    2.999991  1.974475  4.115343  0.7380571E+00  0.2559004E+00  9.7849129E-04  1.1876031E-05  2.8232647E-04  2.4507750E-03  9.7097747E-07  5.5284564E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2276  4.115343    0.000  1.703499  7.408299  0.6944899E+00  0.2995687E+00  1.3863769E-05  3.6996060E-06  2.9705824E-03  6.6106066E-04  2.1879858E-05  8.3957226E-09  8.0438135E-04  6.5060718E-05  0.000E+00  2.149E-04  2.937E-04  8.636E-01  1.331E+00  4.69E+02  0.00E+00  3.00E+02  0.828548  0.000840  0.0000000E+00  1.2491117021E-02
  7  0.449476324753759E+08    2.999991  1.978877  4.114342  0.7380569E+00  0.2559004E+00  9.7847234E-04  1.1884260E-05  2.8234029E-04  2.4507746E-03  9.7104435E-07  5.5284225E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2263  4.114342    0.000  1.702211  7.408603  0.6864708E+00  0.3076017E+00  1.4316911E-05  3.8203297E-06  3.0650980E-03  5.5569003E-04  1.8266328E-05  7.0182923E-09  8.0438135E-04  6.5060718E-05  0.000E+00  2.125E-04  2.911E-04  8.627E-01  1.334E+00  4.67E+02  0.00E+00  3.00E+02  0.830596  0.000848  0.0000000E+00  1.2491117021E-02
  8  0.511316548648197E+08    2.999991  1.983033  4.113122  0.7380565E+00  0.2559005E+00  9.7840319E-04  1.1909809E-05  2.8239601E-04  2.4507721E-03  9.7138055E-07  5.5282837E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2248  4.113122    0.000  1.700816  7.408998  0.6784321E+00  0.3156514E+00  1.4690621E-05  3.9205525E-06  3.1395913E-03  4.7265396E-04  1.5374768E-05  5.9201438E-09  8.0438135E-04  6.5060718E-05  0.000E+00  2.103E-04  2.890E-04  8.613E-01  1.338E+00  4.65E+02  0.00E+00  3.00E+02  0.833457  0.000856  0.0000000E+00  1.2491117021E-02
