line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.229740224556478E+05   84.996180  5.960803  4.757657  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7677  4.757657   -6.792  0.559078  7.722715  0.7476898E+00  0.2519190E+00  2.6881429E-06  7.2930314E-07  2.2959665E-04  6.4181483E-06  8.5090160E-09  4.3159270E-10  5.2525290E-05  4.2735927E-07  1.280E-06  6.724E-05  6.190E-05  9.368E-01  1.083E+00  1.08E+03  0.00E+00  4.69E+02  0.611930  0.289296  0.0000000E+00  4.5162724073E+00
  2  0.833637912536603E+05   84.986495  5.964517  4.759956  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7633  4.759956   -6.791  0.560701  7.723765  0.7387371E+00  0.2608717E+00  2.4658605E-06  6.7841509E-07  2.3307167E-04  2.7936136E-06  4.3031754E-09  1.7470415E-11  5.0176039E-05  2.7387503E-07  1.440E-06  5.981E-05  6.295E-05  9.515E-01  1.074E+00  1.07E+03  0.00E+00  4.10E+02  0.544482  0.291814  0.0000000E+00  4.5126873654E+00
  3  0.140742605756750E+06   84.977104  5.968066  4.759330  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7585  4.759330   -6.781  0.561290  7.724425  0.7299892E+00  0.2696193E+00  2.4696261E-06  6.7962613E-07  2.3309109E-04  2.7631554E-06  4.2478682E-09  1.3523558E-11  4.8231675E-05  2.6650175E-07  1.327E-06  5.952E-05  6.277E-05  9.509E-01  1.076E+00  1.07E+03  0.00E+00  4.11E+02  0.547298  0.294241  0.0000000E+00  4.5092096607E+00
  4  0.198121420259839E+06   84.967494  5.971669  4.758674  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164105E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7540  4.758674   -6.771  0.561922  7.725100  0.7211541E+00  0.2784540E+00  2.4741609E-06  6.8091593E-07  2.3308503E-04  2.7608071E-06  4.2336351E-09  1.4946331E-11  4.6532462E-05  2.6082408E-07  1.214E-06  5.925E-05  6.257E-05  9.503E-01  1.077E+00  1.07E+03  0.00E+00  4.12E+02  0.550379  0.296726  0.0000000E+00  4.5056163090E+00
  5  0.255089019925657E+06   84.957727  5.975280  4.757985  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164124E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  4.435E-18  0.7495  4.757985   -6.761  0.562563  7.725776  0.7122627E+00  0.2873452E+00  2.4789873E-06  6.8233571E-07  2.3308935E-04  2.7463690E-06  4.2003542E-09  1.2194347E-11  4.5027835E-05  2.5611881E-07  1.110E-06  5.891E-05  6.238E-05  9.498E-01  1.078E+00  1.06E+03  0.00E+00  4.13E+02  0.552853  0.299237  0.0000000E+00  4.5019264287E+00
  6  0.310729543243375E+06   84.947960  5.978840  4.757268  0.7506971E+00  0.2488615E+00  6.5232926E-05  7.9164224E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  1.655E-16  0.7453  4.757268   -6.751  0.563228  7.726449  0.7034920E+00  0.2961157E+00  2.4842038E-06  6.8381860E-07  2.3308419E-04  2.7421873E-06  4.1813747E-09  1.2674370E-11  4.3699688E-05  2.5249147E-07  1.018E-06  5.863E-05  6.218E-05  9.492E-01  1.080E+00  1.06E+03  0.00E+00  4.14E+02  0.556047  0.301735  0.0000000E+00  4.4981988678E+00
  7  0.365907389621406E+06   84.938042  5.982412  4.756486  0.7506971E+00  0.2488615E+00  6.5232923E-05  7.9164576E-07  1.8821659E-05  1.6338500E-04  6.4731467E-08  3.6856401E-07  5.3625423E-05  4.3373812E-06  2.402E-15  0.7413  4.756486   -6.740  0.563941  7.727134  0.6946922E+00  0.3049152E+00  2.4890911E-06  6.8521145E-07  2.3308191E-04  2.7353179E-06  4.1604594E-09  9.5909505E-12  4.2486351E-05  2.4946576E-07  9.329E-07  5.834E-05  6.198E-05  9.485E-01  1.081E+00  1.06E+03  0.00E+00  4.15E+02  0.559417  0.304263  0.0000000E+00  4.4943738021E+00
  8  0.420626248546212E+06   84.927967  5.985995  4.755656  0.7506971E+00  0.2488615E+00  6.5232912E-05  7.9165508E-07  1.8821665E-05  1.6338500E-04  6.4731470E-08  3.6856398E-07  5.3625423E-05  4.3373811E-06  1.845E-14  0.7371  4.755656   -6.730  0.564664  7.727820  0.6858517E+00  0.3137555E+00  2.4946934E-06  6.8680571E-07  2.3308305E-04  2.7234541E-06  4.1280008E-09  9.9269721E-12  4.1359389E-05  2.4745975E-07  8.557E-07  5.804E-05  6.178E-05  9.478E-01  1.083E+00  1.05E+03  0.00E+00  4.16E+02  0.562775  0.306820  0.0000000E+00  4.4904449355E+00
