line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.377664415183264E+05   39.999108  5.325883  4.691635  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.6256  4.691635   -7.645  0.754876  7.687227  0.7476931E+00  0.2519155E+00  2.3796267E-06  6.5814161E-07  2.2850151E-04  8.1660263E-06  1.2398269E-08  3.4171997E-10  5.2750246E-05  1.7456508E-07  1.262E-06  8.641E-05  8.134E-05  9.384E-01  1.069E+00  9.14E+02  0.00E+00  3.93E+02  0.605160  0.142486  0.0000000E+00  1.1957673318E+00
  2  0.137193806664969E+06   39.996853  5.330915  4.694092  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164104E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.6226  4.694092   -7.640  0.755648  7.688204  0.7389651E+00  0.2606438E+00  2.2055976E-06  6.0453937E-07  2.3309642E-04  3.2027520E-06  5.9893513E-09  1.2378407E-11  5.0850787E-05  1.2154223E-07  1.396E-06  7.471E-05  8.385E-05  9.552E-01  1.057E+00  9.11E+02  0.00E+00  3.34E+02  0.525029  0.144154  0.0000000E+00  1.1953163472E+00
  3  0.232920795527623E+06   39.994631  5.335808  4.693739  0.7506971E+00  0.2488615E+00  6.5232925E-05  7.9164361E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  7.075E-18  0.6193  4.693739   -7.629  0.755869  7.688963  0.7301880E+00  0.2694206E+00  2.2100832E-06  6.0579218E-07  2.3311083E-04  3.1784161E-06  5.9153220E-09  1.1775217E-11  4.9176188E-05  1.2018889E-07  1.256E-06  7.429E-05  8.348E-05  9.548E-01  1.058E+00  9.08E+02  0.00E+00  3.34E+02  0.527603  0.145796  0.0000000E+00  1.1948789313E+00
  4  0.326938373874873E+06   39.992390  5.340760  4.693388  0.7506971E+00  0.2488615E+00  6.5232877E-05  7.9169647E-07  1.8821663E-05  1.6338500E-04  6.4731474E-08  3.6856395E-07  5.3625423E-05  4.3373812E-06  3.612E-15  0.6163  4.693388   -7.617  0.756160  7.689732  0.7214217E+00  0.2781866E+00  2.2153950E-06  6.0718089E-07  2.3312813E-04  3.1497666E-06  5.8433992E-09  9.9250518E-12  4.7702888E-05  1.1820771E-07  1.123E-06  7.375E-05  8.317E-05  9.544E-01  1.059E+00  9.04E+02  0.00E+00  3.34E+02  0.529270  0.147476  0.0000000E+00  1.1944340665E+00
  5  0.419246541706718E+06   39.990132  5.345644  4.693006  0.7506971E+00  0.2488615E+00  6.5232509E-05  7.9206541E-07  1.8821745E-05  1.6338498E-04  6.4731545E-08  3.6856324E-07  5.3625423E-05  4.3373805E-06  1.242E-13  0.6133  4.693006   -7.606  0.756452  7.690496  0.7127298E+00  0.2868783E+00  2.2205696E-06  6.0856850E-07  2.3314038E-04  3.1271333E-06  5.7817096E-09  9.3283320E-12  4.6413675E-05  1.1661780E-07  1.004E-06  7.325E-05  8.286E-05  9.540E-01  1.059E+00  9.01E+02  0.00E+00  3.35E+02  0.531338  0.149152  0.0000000E+00  1.1939818655E+00
  6  0.510296583399225E+06   39.987844  5.350539  4.692539  0.7506971E+00  0.2488616E+00  6.5230714E-05  7.9366748E-07  1.8822440E-05  1.6338473E-04  6.4731904E-08  3.6855911E-07  5.3625422E-05  4.3373732E-06  1.437E-12  0.6104  4.692539   -7.594  0.756702  7.691237  0.7040337E+00  0.2955742E+00  2.2343266E-06  6.1246654E-07  2.3313312E-04  3.1123252E-06  5.6757644E-09  8.9089310E-12  4.5271091E-05  1.1670947E-07  8.998E-07  7.279E-05  8.252E-05  9.535E-01  1.060E+00  8.98E+02  0.00E+00  3.35E+02  0.534046  0.150852  0.0000000E+00  1.1935200370E+00
  7  0.601361821751216E+06   39.985494  5.355472  4.692143  0.7506971E+00  0.2488616E+00  6.5224792E-05  7.9835550E-07  1.8825774E-05  1.6338335E-04  6.4733001E-08  3.6854364E-07  5.3625413E-05  4.3373338E-06  8.101E-12  0.6074  4.692143   -7.583  0.757106  7.692037  0.6952193E+00  0.3043885E+00  2.2331577E-06  6.1199516E-07  2.3315083E-04  3.0941747E-06  5.6642274E-09  8.9382411E-12  4.4242886E-05  1.1509768E-07  8.058E-07  7.229E-05  8.219E-05  9.531E-01  1.061E+00  8.95E+02  0.00E+00  3.35E+02  0.536203  0.152584  0.0000000E+00  1.1930414162E+00
  8  0.690513684861866E+06   39.983131  5.360359  4.691664  0.7506970E+00  0.2488617E+00  6.5210495E-05  8.0842674E-07  1.8836112E-05  1.6337873E-04  6.4735353E-08  3.6850297E-07  5.3625385E-05  4.3372046E-06  2.821E-11  0.6044  4.691664   -7.571  0.757461  7.692810  0.6865144E+00  0.3130933E+00  2.2388151E-06  6.1354670E-07  2.3314160E-04  3.0952405E-06  5.6428578E-09  8.9208734E-12  4.3339333E-05  1.1487250E-07  7.232E-07  7.180E-05  8.185E-05  9.527E-01  1.062E+00  8.91E+02  0.00E+00  3.36E+02  0.538448  0.154319  0.0000000E+00  1.1925557098E+00
