line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.265865024423599E+05   59.998143  5.699293  4.745181  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164104E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7306  4.745181   -7.171  0.647748  7.709995  0.7476931E+00  0.2519145E+00  2.2547192E-06  6.1980803E-07  2.2233525E-04  1.5375127E-05  2.6434471E-08  4.3251115E-11  5.2631164E-05  3.4688097E-07  1.166E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.224437  0.0000000E+00  0.0000000000E+00
  2  0.974826301684463E+05   59.993288  5.703644  4.744183  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164106E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7257  4.744183   -7.159  0.644311  7.709419  0.7388588E+00  0.2607501E+00  2.3583425E-06  6.4826234E-07  2.3310010E-04  2.9185843E-06  4.8201107E-09  8.1301649E-12  5.0457540E-05  1.9760900E-07  1.428E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.226715  0.0000000E+00  0.0000000000E+00
  3  0.166015553636997E+06   59.988482  5.707803  4.743822  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164109E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7213  4.743822   -7.149  0.644706  7.710105  0.7301942E+00  0.2694143E+00  2.3630878E-06  6.4958440E-07  2.3313220E-04  2.8738961E-06  4.7297672E-09  7.9988316E-12  4.8634384E-05  1.9324328E-07  1.312E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.228915  0.0000000E+00  0.0000000000E+00
  4  0.234548477105547E+06   59.983564  5.711986  4.743437  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164111E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7169  4.743437   -7.139  0.645137  7.710807  0.7213936E+00  0.2782146E+00  2.3676061E-06  6.5084337E-07  2.3313109E-04  2.8674653E-06  4.7057270E-09  7.9753471E-12  4.7027011E-05  1.8969415E-07  1.193E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.231149  0.0000000E+00  0.0000000000E+00
  5  0.301462605657684E+06   59.978650  5.716097  4.743036  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164113E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7127  4.743036   -7.129  0.645597  7.711507  0.7126678E+00  0.2869402E+00  2.3729032E-06  6.5232608E-07  2.3312927E-04  2.8605371E-06  4.6772894E-09  7.9489914E-12  4.5630962E-05  1.8707376E-07  1.086E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.233367  0.0000000E+00  0.0000000000E+00
  6  0.367847967257199E+06   59.973662  5.720203  4.742611  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164115E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7084  4.742611   -7.119  0.646083  7.712212  0.7038782E+00  0.2957296E+00  2.3782711E-06  6.5382741E-07  2.3312747E-04  2.8534593E-06  4.6486111E-09  7.9222131E-12  4.4386287E-05  1.8498565E-07  9.883E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.235603  0.0000000E+00  0.0000000000E+00
  7  0.432561938466346E+06   59.968687  5.724233  4.742135  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164117E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.7043  4.742135   -7.109  0.646596  7.712915  0.6951785E+00  0.3044291E+00  2.3836350E-06  6.5532606E-07  2.3312610E-04  2.8459067E-06  4.6195207E-09  7.8941897E-12  4.3283369E-05  1.8350088E-07  9.012E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.237819  0.0000000E+00  0.0000000000E+00
  8  0.496881001583469E+06   59.963629  5.728122  4.741626  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164119E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.6997  4.741626   -7.100  0.647016  7.713592  0.6864124E+00  0.3131950E+00  2.3962551E-06  6.5892318E-07  2.3311524E-04  2.8369685E-06  4.5550123E-09  7.8502630E-12  4.2276615E-05  1.8370887E-07  8.219E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.239979  0.0000000E+00  0.0000000000E+00
