line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.396465175916442E+06    6.999999  3.310562  4.424134  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3345  4.424134  -11.683  1.441111  7.558861  0.7476077E+00  0.2520001E+00  1.7245280E-06  4.6465894E-07  2.2272671E-04  1.5848698E-05  4.7875392E-08  5.9977203E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.007860  0.0000000E+00  0.0000000000E+00
  2  0.134300766394820E+07    6.999997  3.315952  4.423383  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3309  4.423383  -11.664  1.437567  7.558648  0.7391094E+00  0.2604998E+00  1.7994302E-06  4.8483652E-07  2.3258015E-04  4.4950296E-06  1.3579560E-08  1.6982847E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.007958  0.0000000E+00  0.0000000000E+00
  3  0.226588658977915E+07    6.999995  3.321043  4.423180  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3281  4.423180  -11.644  1.437273  7.559528  0.7306458E+00  0.2689634E+00  1.8056804E-06  4.8655117E-07  2.3261094E-04  4.4496396E-06  1.3320846E-08  1.6771487E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008052  0.0000000E+00  0.0000000000E+00
  4  0.316510195340933E+07    6.999993  3.325967  4.422947  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3247  4.422947  -11.625  1.436889  7.560402  0.7222344E+00  0.2773749E+00  1.8117064E-06  4.8820558E-07  2.3261174E-04  4.4388031E-06  1.3168864E-08  1.6691504E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008143  0.0000000E+00  0.0000000000E+00
  5  0.403592104239854E+07    6.999991  3.330874  4.422709  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3220  4.422709  -11.605  1.436646  7.561261  0.7139105E+00  0.2856988E+00  1.8175837E-06  4.8981907E-07  2.3261262E-04  4.4281077E-06  1.3021010E-08  1.6613058E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008236  0.0000000E+00  0.0000000000E+00
  6  0.488780928162712E+07    6.999988  3.335802  4.422467  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3194  4.422467  -11.586  1.436444  7.562130  0.7056131E+00  0.2939962E+00  1.8236219E-06  4.9147703E-07  2.3261330E-04  4.4173773E-06  1.2873263E-08  1.6534294E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008330  0.0000000E+00  0.0000000000E+00
  7  0.573969752085569E+07    6.999986  3.340799  4.422206  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3167  4.422206  -11.567  1.436274  7.563012  0.6971588E+00  0.3024505E+00  1.8298336E-06  4.9318277E-07  2.3261384E-04  4.4065227E-06  1.2724446E-08  1.6454833E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008426  0.0000000E+00  0.0000000000E+00
  8  0.657028855410355E+07    6.999984  3.345564  4.421903  0.7506971E+00  0.2488615E+00  6.5232927E-05  7.9164103E-07  1.8821658E-05  1.6338500E-04  6.4731466E-08  3.6856402E-07  5.3625423E-05  4.3373812E-06  0.000E+00  0.3134  4.421903  -11.549  1.435961  7.563885  0.6887380E+00  0.3108713E+00  1.8359054E-06  4.9485011E-07  2.3261448E-04  4.3957786E-06  1.2579234E-08  1.6376691E-11  5.3625423E-05  4.3373812E-06  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.008519  0.0000000E+00  0.0000000000E+00
