line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.249317790961460E+06    8.999980  3.616933  4.433601  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3475  4.433601  -10.179  1.224373  7.548810  0.7440831E+00  0.2539152E+00  6.2041985E-06  1.6704442E-06  8.3292300E-04  4.0305229E-04  1.3403607E-06  1.5820652E-09  2.6812712E-04  2.1686906E-05  0.000E+00  1.236E-04  1.254E-04  9.466E-01  1.061E+00  6.38E+02  0.00E+00  2.55E+02  0.568444  0.012352  0.0000000E+00  7.2316593046E-02
  2  0.100144301844018E+07    8.999930  3.623430  4.432920  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3449  4.432920  -10.166  1.205500  7.543737  0.7357654E+00  0.2622663E+00  7.7712958E-06  2.0917443E-06  1.0615843E-03  1.3991191E-04  4.9161487E-07  5.5711174E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.075E-04  1.326E-04  9.583E-01  1.047E+00  6.32E+02  0.00E+00  2.23E+02  0.508246  0.012538  0.0000000E+00  7.2313285700E-02
  3  0.168917139642752E+07    8.999882  3.629123  4.432346  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582053E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3427  4.432346  -10.151  1.200810  7.543213  0.7274729E+00  0.2705678E+00  8.2028746E-06  2.2081122E-06  1.1238735E-03  6.8240411E-05  2.4099300E-07  2.7052706E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.026E-04  1.332E-04  9.609E-01  1.044E+00  6.29E+02  0.00E+00  2.15E+02  0.493495  0.012704  0.0000000E+00  7.2310418877E-02
  4  0.231471536616072E+07    8.999837  3.634436  4.431879  0.7470857E+00  0.2508726E+00  3.2616458E-04  3.9582571E-06  9.4108308E-05  8.1692502E-04  3.2365734E-07  1.8428200E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3404  4.431879  -10.136  1.198899  7.543527  0.7191994E+00  0.2788450E+00  8.4019249E-06  2.2615539E-06  1.1489689E-03  3.9324958E-05  1.3840079E-07  1.5461203E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.010E-04  1.327E-04  9.612E-01  1.043E+00  6.26E+02  0.00E+00  2.13E+02  0.491679  0.012860  0.0000000E+00  7.2307748048E-02
  5  0.291182551908787E+07    8.999793  3.639607  4.431552  0.7470857E+00  0.2508726E+00  3.2616251E-04  3.9596184E-06  9.4109344E-05  8.1692498E-04  3.2365798E-07  1.8428163E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3378  4.431552  -10.121  1.198098  7.544187  0.7109747E+00  0.2870710E+00  8.4830626E-06  2.2835303E-06  1.1577230E-03  2.9218840E-05  1.0227896E-07  1.1449783E-10  2.6812712E-04  2.1686906E-05  0.000E+00  9.984E-05  1.320E-04  9.612E-01  1.043E+00  6.24E+02  0.00E+00  2.13E+02  0.491747  0.013014  0.0000000E+00  7.2305102444E-02
  6  0.350893567201502E+07    8.999747  3.644729  4.431260  0.7470857E+00  0.2508727E+00  3.2614388E-04  3.9693312E-06  9.4121720E-05  8.1692410E-04  3.2366640E-07  1.8427762E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3350  4.431260  -10.105  1.197584  7.544987  0.7026915E+00  0.2953546E+00  8.5226102E-06  2.2943619E-06  1.1602433E-03  2.6282446E-05  9.1570832E-08  1.0266790E-10  2.6812712E-04  2.1686906E-05  0.000E+00  9.891E-05  1.314E-04  9.611E-01  1.043E+00  6.21E+02  0.00E+00  2.12E+02  0.492405  0.013169  0.0000000E+00  7.2302347255E-02
  7  0.410604582494217E+07    8.999699  3.650090  4.430991  0.7470855E+00  0.2508728E+00  3.2606799E-04  4.0014880E-06  9.4182345E-05  8.1691753E-04  3.2371118E-07  1.8425888E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3328  4.430991  -10.089  1.197342  7.545847  0.6944063E+00  0.3036399E+00  8.5566797E-06  2.3036147E-06  1.1607751E-03  2.5621126E-05  8.8092419E-08  9.9979375E-11  2.6812712E-04  2.1686906E-05  0.000E+00  9.809E-05  1.307E-04  9.609E-01  1.044E+00  6.19E+02  0.00E+00  2.12E+02  0.493667  0.013332  0.0000000E+00  7.2299475027E-02
  8  0.468893906946627E+07    8.999651  3.655269  4.430702  0.7470852E+00  0.2508731E+00  3.2586189E-04  4.0737999E-06  9.4370947E-05  8.1689010E-04  3.2385971E-07  1.8420235E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3297  4.430702  -10.074  1.196962  7.546704  0.6861719E+00  0.3118744E+00  8.5936285E-06  2.3136213E-06  1.1611164E-03  2.5171764E-05  8.5652766E-08  9.8137525E-11  2.6812712E-04  2.1686906E-05  0.000E+00  9.719E-05  1.300E-04  9.608E-01  1.044E+00  6.17E+02  0.00E+00  2.12E+02  0.494387  0.013492  0.0000000E+00  7.2296549566E-02
