line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.144267221958621E+06   11.999839  4.006145  4.501289  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3904  4.501289   -8.988  1.092083  7.576025  0.7439602E+00  0.2540359E+00  5.5796647E-06  1.5111286E-06  8.2805005E-04  4.0934324E-04  1.7250071E-06  1.4066226E-09  2.6754555E-04  1.9278950E-07  1.967E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.76E+02  0.00E+00  0.00E+00  0.000000  0.022699  0.0000000E+00  0.0000000000E+00
  2  0.500415118940980E+06   11.999472  4.011205  4.497605  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3875  4.497605   -8.985  1.072853  7.570505  0.7354156E+00  0.2626169E+00  7.1405723E-06  1.9335132E-06  1.0796361E-03  1.2034030E-04  5.2438713E-07  4.1720432E-10  2.6644784E-04  7.0731029E-09  3.539E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.68E+02  0.00E+00  0.00E+00  0.000000  0.022966  0.0000000E+00  0.0000000000E+00
  3  0.856563015923337E+06   11.999099  4.016187  4.496634  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3839  4.496634   -8.976  1.068527  7.569996  0.7268794E+00  0.2711620E+00  7.5339026E-06  2.0402063E-06  1.1406166E-03  5.0279996E-05  2.1767219E-07  1.7384908E-10  2.6548188E-04  9.4017171E-09  3.631E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.65E+02  0.00E+00  0.00E+00  0.000000  0.023232  0.0000000E+00  0.0000000000E+00
  4  0.119614589444140E+07   11.998736  4.021306  4.496215  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3816  4.496215   -8.966  1.067319  7.570441  0.7185922E+00  0.2794516E+00  7.6654303E-06  2.0754457E-06  1.1577637E-03  3.0546158E-05  1.3071835E-07  1.0534668E-10  2.6457118E-04  1.2056271E-08  3.270E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.62E+02  0.00E+00  0.00E+00  0.000000  0.023508  0.0000000E+00  0.0000000000E+00
  5  0.154401128219161E+07   11.998355  4.026391  4.495877  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3782  4.495877   -8.955  1.066669  7.571156  0.7099568E+00  0.2880877E+00  7.7195826E-06  2.0901058E-06  1.1631600E-03  2.4314726E-05  1.0296564E-07  8.3622724E-11  2.6362906E-04  1.5047543E-08  2.751E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.60E+02  0.00E+00  0.00E+00  0.000000  0.023785  0.0000000E+00  0.0000000000E+00
  6  0.187531165147752E+07   11.997983  4.031563  4.495595  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3757  4.495595   -8.945  1.066469  7.571916  0.7015652E+00  0.2964795E+00  7.7749464E-06  2.1054848E-06  1.1647093E-03  2.2460685E-05  9.3112207E-08  7.6809415E-11  2.6271455E-04  1.8449647E-08  2.247E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.57E+02  0.00E+00  0.00E+00  0.000000  0.024071  0.0000000E+00  0.0000000000E+00
  7  0.220329901707058E+07   11.997606  4.036504  4.495289  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3727  4.495289   -8.935  1.066186  7.572718  0.6930975E+00  0.3049472E+00  7.7990596E-06  2.1119962E-06  1.1652118E-03  2.1849255E-05  8.9941883E-08  7.4613661E-11  2.6179124E-04  2.1813276E-08  1.792E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.55E+02  0.00E+00  0.00E+00  0.000000  0.024347  0.0000000E+00  0.0000000000E+00
  8  0.252383212435470E+07   11.997228  4.041510  4.494984  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.3693  4.494984   -8.924  1.066001  7.573534  0.6846613E+00  0.3133834E+00  7.8299169E-06  2.1198093E-06  1.1653583E-03  2.1632527E-05  8.8438530E-08  7.3880505E-11  2.6087059E-04  2.5244377E-08  1.410E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  6.53E+02  0.00E+00  0.00E+00  0.000000  0.024630  0.0000000E+00  0.0000000000E+00
