line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  1.370631030400000E+04  499.999821  7.098084  4.891048  7.5157740E-01  2.4837130E-01  1.2915520E-06  4.2971921E-09  1.0216519E-07  6.8211449E-06  3.5136665E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  5.524E-27  0.9497  4.891048   -7.951  0.491128  7.879501  7.4845610E-01  2.5153430E-01  1.0975463E-07  3.0370262E-08  7.3587505E-06  6.0469821E-08  9.2236612E-11  1.1298243E-13  3.0575999E-07  3.1822092E-08  1.703E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.80E+03  0.00E+00  0.00E+00  0.000000  0.674950  0.0000000E+00  0.0000000000E+00
  2  4.077024831305170E+04  499.999516  7.099402  4.890567  7.5157740E-01  2.4837130E-01  1.2915518E-06  4.2974725E-09  1.0216520E-07  6.8211449E-06  3.5136667E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  1.952E-26  0.9427  4.890567   -7.945  0.492130  7.880001  7.4070423E-01  2.5928607E-01  1.0971140E-07  3.0359032E-08  7.3475110E-06  6.0317020E-08  9.2115631E-11  1.1250412E-13  2.8418913E-08  2.9229309E-09  4.708E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.80E+03  0.00E+00  0.00E+00  0.000000  0.677001  0.0000000E+00  0.0000000000E+00
  3  6.756202610641315E+04  499.999210  7.100704  4.889954  7.5157740E-01  2.4837130E-01  1.2915515E-06  4.2977418E-09  1.0216520E-07  6.8211449E-06  3.5136670E-10  2.0005895E-09  9.2048308E-07  2.3543589E-08  3.217E-26  0.9364  4.889954   -7.939  0.493140  7.880499  7.3295235E-01  2.6703795E-01  1.0966716E-07  3.0347513E-08  7.3362040E-06  6.0143596E-08  9.1967533E-11  1.1197642E-13  2.6251806E-09  2.7245919E-10  1.039E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.80E+03  0.00E+00  0.00E+00  0.000000  0.679034  0.0000000E+00  0.0000000000E+00
  4  9.409989308069949E+04  499.998902  7.101999  4.889224  7.5157740E-01  2.4837130E-01  1.2915513E-06  4.2979991E-09  1.0216520E-07  6.8211449E-06  3.5136672E-10  2.0005895E-09  9.2048308E-07  2.3543589E-08  4.338E-26  0.9305  4.889224   -7.932  0.494168  7.881001  7.2520048E-01  2.7478972E-01  1.0962225E-07  3.0335817E-08  7.3248117E-06  5.9969290E-08  9.1818945E-11  1.1144807E-13  2.4150047E-10  2.5295003E-11  4.089E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.79E+03  0.00E+00  0.00E+00  0.000000  0.681062  0.0000000E+00  0.0000000000E+00
  5  1.203968526867408E+05  499.998592  7.103270  4.888474  7.5157740E-01  2.4837130E-01  1.2915511E-06  4.2982439E-09  1.0216521E-07  6.8211449E-06  3.5136674E-10  2.0005894E-09  9.2048308E-07  2.3543589E-08  5.319E-26  0.9249  4.888474   -7.926  0.495212  7.881506  7.1744861E-01  2.8254162E-01  1.0957652E-07  3.0323899E-08  7.3133330E-06  5.9794035E-08  9.1669412E-11  1.1091891E-13  2.2280190E-11  2.3561545E-12  2.226E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.79E+03  0.00E+00  0.00E+00  0.000000  0.683059  0.0000000E+00  0.0000000000E+00
  6  1.464604065621490E+05  499.998280  7.104531  4.887694  7.5157740E-01  2.4837130E-01  1.2915509E-06  4.2984762E-09  1.0216521E-07  6.8211449E-06  3.5136676E-10  2.0005894E-09  9.2048308E-07  2.3543589E-08  6.168E-26  0.9196  4.887694   -7.919  0.496276  7.882014  7.0969673E-01  2.9029347E-01  1.0952985E-07  3.0311723E-08  7.3017673E-06  5.9617826E-08  9.1520957E-11  1.1038589E-13  2.2222684E-12  2.3814400E-13  1.294E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.78E+03  0.00E+00  0.00E+00  0.000000  0.685046  0.0000000E+00  0.0000000000E+00
  7  1.723020457418681E+05  499.997966  7.105778  4.886891  7.5157740E-01  2.4837130E-01  1.2915507E-06  4.2986961E-09  1.0216521E-07  6.8211449E-06  3.5136678E-10  2.0005893E-09  9.2048308E-07  2.3543589E-08  6.892E-26  0.9143  4.886891   -7.912  0.497359  7.882526  7.0194486E-01  2.9804534E-01  1.0948255E-07  3.0299376E-08  7.2901128E-06  5.9440595E-08  9.1372288E-11  1.0985110E-13  3.9517437E-13  4.3626348E-14  7.549E-10  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.78E+03  0.00E+00  0.00E+00  0.000000  0.687016  0.0000000E+00  0.0000000000E+00
  8  1.979258557059441E+05  499.997650  7.107020  4.886058  7.5157740E-01  2.4837130E-01  1.2915505E-06  4.2989036E-09  1.0216522E-07  6.8211449E-06  3.5136680E-10  2.0005893E-09  9.2048308E-07  2.3543589E-08  7.499E-26  0.9093  4.886058   -7.905  0.498460  7.883043  6.9419298E-01  3.0579722E-01  1.0943467E-07  3.0286873E-08  7.2783683E-06  5.9262394E-08  9.1222969E-11  1.0931541E-13  2.2896085E-13  2.5962626E-14  4.373E-10  0.000E+00  0.000E+00  1.000E+00  1.000E+00  1.78E+03  0.00E+00  0.00E+00  0.000000  0.688983  0.0000000E+00  0.0000000000E+00
