line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  6.501590169210431E+04   24.999998  4.878783  4.693366  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2970815E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5364  4.693366  -10.475  1.166150  7.749421  7.4846380E-01  2.5152670E-01  8.1413254E-08  2.2178348E-08  7.3861104E-06  8.8762820E-08  1.4892481E-10  2.6123510E-13  5.8382849E-07  3.3579344E-09  6.263E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.19E+02  0.00E+00  0.00E+00  0.000000  0.081470  0.0000000E+00  0.0000000000E+00
  2  2.104961079991962E+05   24.999993  4.883834  4.693244  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2970871E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5329  4.693244  -10.464  1.166317  7.750333  7.3986143E-01  2.6012907E-01  8.1600590E-08  2.2226470E-08  7.3841685E-06  8.9467854E-08  1.5083735E-10  2.6469001E-13  2.3547694E-07  1.3120445E-09  5.454E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.16E+02  0.00E+00  0.00E+00  0.000000  0.082423  0.0000000E+00  0.0000000000E+00
  3  3.530888370167127E+05   24.999988  4.889029  4.693138  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2970923E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5298  4.693138  -10.452  1.166589  7.751358  7.3125906E-01  2.6873135E-01  8.1973204E-08  2.2329591E-08  7.3827402E-06  8.9246559E-08  1.4915648E-10  2.6347464E-13  9.5323280E-08  5.4102718E-10  6.482E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.13E+02  0.00E+00  0.00E+00  0.000000  0.083416  0.0000000E+00  0.0000000000E+00
  4  4.926888665294955E+05   24.999983  4.894197  4.693039  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2970970E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5266  4.693039  -10.441  1.166807  7.752507  7.2265668E-01  2.7733372E-01  8.2329133E-08  2.2428247E-08  7.3813166E-06  8.9019111E-08  1.4756712E-10  2.6219034E-13  3.8105619E-08  2.2043523E-10  7.453E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.10E+02  0.00E+00  0.00E+00  0.000000  0.084414  0.0000000E+00  0.0000000000E+00
  5  6.291638628407164E+05   24.999978  4.899332  4.692936  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2971012E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5236  4.692936  -10.430  1.167219  7.753628  7.1405431E-01  2.8593610E-01  8.2679622E-08  2.2525486E-08  7.3798779E-06  8.8787688E-08  1.4602254E-10  2.6086162E-13  1.5034420E-08  8.8678580E-11  8.183E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.07E+02  0.00E+00  0.00E+00  0.000000  0.085418  0.0000000E+00  0.0000000000E+00
  6  7.625128078306743E+05   24.999973  4.904291  4.692786  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2971051E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5202  4.692786  -10.419  1.167644  7.754665  7.0545194E-01  2.9453851E-01  8.2990798E-08  2.2613236E-08  7.3787520E-06  8.8234270E-08  1.4376250E-10  2.5802029E-13  5.8483036E-09  3.5896302E-11  8.762E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.04E+02  0.00E+00  0.00E+00  0.000000  0.086399  0.0000000E+00  0.0000000000E+00
  7  8.929461182697963E+05   24.999968  4.909369  4.692626  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2971087E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5170  4.692626  -10.407  1.168208  7.755699  6.9684957E-01  3.0314083E-01  8.3382973E-08  2.2721907E-08  7.3772224E-06  8.7995055E-08  1.4209033E-10  2.5662616E-13  2.2167249E-09  1.3872704E-11  9.298E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  9.01E+02  0.00E+00  0.00E+00  0.000000  0.087415  0.0000000E+00  0.0000000000E+00
  8  1.020333538020206E+06   24.999963  4.914405  4.692475  7.5157740E-01  2.4837130E-01  1.2915521E-06  4.2971119E-09  1.0216519E-07  6.8211449E-06  3.5136664E-10  2.0005896E-09  9.2048308E-07  2.3543589E-08  0.000E+00  0.5140  4.692475  -10.396  1.168842  7.756801  6.8824720E-01  3.1174320E-01  8.3758769E-08  2.2826193E-08  7.3756840E-06  8.7759109E-08  1.4053308E-10  2.5520672E-13  8.2785938E-10  5.2871087E-12  9.803E-09  0.000E+00  0.000E+00  1.000E+00  1.000E+00  8.98E+02  0.00E+00  0.00E+00  0.000000  0.088435  0.0000000E+00  0.0000000000E+00
