line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.573343759004759E+05   24.997705  4.864671  4.604461  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5247  4.604461   -7.411  0.733166  7.606704  0.7349354E+00  0.2589799E+00  1.5158461E-05  4.1410083E-06  1.9661307E-03  1.8226658E-03  5.1332102E-06  5.6699177E-09  8.0354279E-04  1.3790771E-05  3.097E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.55E+02  0.00E+00  0.00E+00  0.000000  0.078264  0.0000000E+00  0.0000000000E+00
  2  0.192347727924519E+06   24.992427  4.869213  4.600162  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5216  4.600162   -7.405  0.711236  7.600120  0.7264010E+00  0.2676207E+00  2.0514244E-05  5.6041190E-06  2.7017762E-03  9.7517324E-04  2.7991884E-06  3.0541437E-09  8.0183481E-04  5.3555241E-07  7.755E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.45E+02  0.00E+00  0.00E+00  0.000000  0.079104  0.0000000E+00  0.0000000000E+00
  3  0.329262676455943E+06   24.986980  4.874007  4.598342  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5185  4.598342   -7.396  0.703043  7.598112  0.7178353E+00  0.2762356E+00  2.2982034E-05  6.2778681E-06  3.0411817E-03  5.8420036E-04  1.6891981E-06  1.8334605E-09  8.0043856E-04  1.4108511E-07  9.986E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.40E+02  0.00E+00  0.00E+00  0.000000  0.079999  0.0000000E+00  0.0000000000E+00
  4  0.463732715192163E+06   24.981516  4.878839  4.597265  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5158  4.597265   -7.386  0.699016  7.597478  0.7093536E+00  0.2847437E+00  2.4333883E-05  6.6469328E-06  3.2234288E-03  3.7422900E-04  1.0827511E-06  1.1748688E-09  7.9917182E-04  1.3907301E-07  1.107E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.36E+02  0.00E+00  0.00E+00  0.000000  0.080912  0.0000000E+00  0.0000000000E+00
  5  0.595757844133178E+06   24.976030  4.883539  4.596480  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5125  4.596480   -7.377  0.696734  7.597431  0.7009026E+00  0.2932099E+00  2.5141145E-05  6.8677283E-06  3.3291002E-03  2.5244502E-04  7.2864028E-07  7.9206121E-10  7.9796465E-04  1.5587342E-07  1.151E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.33E+02  0.00E+00  0.00E+00  0.000000  0.081810  0.0000000E+00  0.0000000000E+00
  6  0.725338063278987E+06   24.970520  4.888370  4.595857  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5096  4.595857   -7.367  0.695487  7.597703  0.6924797E+00  0.3016420E+00  2.5653755E-05  7.0076899E-06  3.3925404E-03  1.7928594E-04  5.1533668E-07  5.6195891E-10  7.9679021E-04  1.7534657E-07  1.155E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.29E+02  0.00E+00  0.00E+00  0.000000  0.082744  0.0000000E+00  0.0000000000E+00
  7  0.854918282424796E+06   24.964882  4.893268  4.595298  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5069  4.595298   -7.356  0.694775  7.598157  0.6839296E+00  0.3101977E+00  2.5998120E-05  7.1017093E-06  3.4319367E-03  1.3381106E-04  3.8261168E-07  4.1887353E-10  7.9561379E-04  1.9651570E-07  1.132E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.26E+02  0.00E+00  0.00E+00  0.000000  0.083701  0.0000000E+00  0.0000000000E+00
  8  0.982053591775401E+06   24.959219  4.897979  4.594772  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.5036  4.594772   -7.346  0.694317  7.598705  0.6753959E+00  0.3187348E+00  2.6232436E-05  7.1660198E-06  3.4561634E-03  1.0580849E-04  3.0080253E-07  3.3071066E-10  7.9444783E-04  2.1861692E-07  1.092E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  7.23E+02  0.00E+00  0.00E+00  0.000000  0.084633  0.0000000E+00  0.0000000000E+00
