line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.206606330000000E+08    1.250000  0.435930  3.835980  0.7380571E+00  0.2559004E+00  9.7849390E-04  1.1874620E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0408  3.835980    0.000  1.972990  7.216710  0.7350551E+00  0.2587625E+00  5.6481770E-06  1.5448720E-06  1.4335130E-03  2.4484820E-03  3.5922720E-06  6.3714880E-08  8.0438130E-04  6.5060720E-05  0.000E+00  1.224E-04  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.00E+02  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  2  0.722740660000000E+08    1.250000  0.442000  3.837750  0.7380554E+00  0.2559004E+00  9.7849390E-04  1.1874620E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0327  3.837750    0.000  1.978040  7.218070  0.7268593E+00  0.2669583E+00  5.7009100E-06  1.5613640E-06  1.4330050E-03  2.4403350E-03  1.2825690E-05  2.9857830E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.777E-05  1.256E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.45E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  3  0.122882080000000E+09    1.250000  0.445200  3.837890  0.7380482E+00  0.2559004E+00  9.7849360E-04  1.1874960E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0259  3.837890    0.000  1.982890  7.219460  0.7185736E+00  0.2752446E+00  5.7469750E-06  1.5739250E-06  1.4324920E-03  2.4311540E-03  2.3120460E-05  5.5404730E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.449E-05  1.320E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.18E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  4  0.170414210000000E+09    1.250000  0.447960  3.837960  0.7380350E+00  0.2559005E+00  9.7849050E-04  1.1878190E-05  2.8232510E-04  2.4507750E-03  9.7097200E-07  5.5284590E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0242  3.837960    0.000  1.987710  7.220850  0.7104260E+00  0.2833924E+00  5.8021220E-06  1.5889750E-06  1.4320270E-03  2.4208790E-03  3.4502120E-05  8.3923010E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.293E-05  1.355E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.06E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  5  0.217312580000000E+09    1.250000  0.450660  3.838000  0.7380154E+00  0.2559014E+00  9.7847690E-04  1.1892540E-05  2.8232590E-04  2.4507750E-03  9.7097220E-07  5.5284530E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0232  3.838000    0.000  1.992440  7.222230  0.7022261E+00  0.2915921E+00  5.8321110E-06  1.5972640E-06  1.4316960E-03  2.4096950E-03  4.6730820E-05  1.1458010E-08  8.0438130E-04  6.5060720E-05  0.000E+00  1.191E-05  1.361E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.80E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  6  0.263577190000000E+09    1.250000  0.453380  3.838010  0.7379897E+00  0.2559043E+00  9.7843710E-04  1.1933780E-05  2.8232920E-04  2.4507750E-03  9.7097280E-07  5.5284320E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0218  3.838010    0.000  1.997270  7.223590  0.6940424E+00  0.2997759E+00  5.8887990E-06  1.6127110E-06  1.4314570E-03  2.3978000E-03  5.9554730E-05  1.4727430E-08  8.0438130E-04  6.5060720E-05  0.000E+00  1.116E-05  1.355E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.21E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  7  0.309841800000000E+09    1.250000  0.456110  3.838020  0.7379580E+00  0.2559105E+00  9.7834490E-04  1.2025730E-05  2.8234040E-04  2.4507750E-03  9.7097450E-07  5.5283810E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0209  3.838020    0.000  2.002040  7.224980  0.6858347E+00  0.3079833E+00  5.9208680E-06  1.6215730E-06  1.4314140E-03  2.3853120E-03  7.2816220E-05  1.8099040E-08  8.0438130E-04  6.5060720E-05  0.000E+00  1.057E-05  1.337E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.75E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  8  0.355472640000000E+09    1.250000  0.458880  3.838040  0.7379212E+00  0.2559210E+00  9.7816790E-04  1.2192300E-05  2.8237160E-04  2.4507750E-03  9.7097810E-07  5.5282760E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0196  3.838040    0.000  2.006920  7.226380  0.6776423E+00  0.3161758E+00  5.9830180E-06  1.6385590E-06  1.4315120E-03  2.3720170E-03  8.6709900E-05  2.1707050E-08  8.0438130E-04  6.5060720E-05  0.000E+00  1.010E-05  1.318E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.39E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
