line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.107556339942302E+06   14.999299  4.260289  4.509335  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.4077  4.509335   -8.207  0.931441  7.571384  0.7350537E+00  0.2588592E+00  1.4166524E-05  3.8662709E-06  1.9544394E-03  1.8370803E-03  5.8186388E-06  5.9686221E-09  8.0373226E-04  4.3590369E-06  2.542E-06  8.862E-05  8.781E-05  9.466E-01  1.062E+00  6.77E+02  0.00E+00  2.71E+02  0.568404  0.032435  0.0000000E+00  1.8915184536E-01
  2  0.417159503380562E+06   14.997374  4.266087  4.508177  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.4074  4.508177   -8.204  0.910542  7.565500  0.7265925E+00  0.2674178E+00  1.7605761E-05  4.7924901E-06  2.6309951E-03  1.0595444E-03  4.2955859E-06  5.4161536E-09  8.0243075E-04  6.7408219E-07  5.785E-06  7.568E-05  9.214E-05  9.596E-01  1.046E+00  6.70E+02  0.00E+00  2.33E+02  0.501186  0.032875  0.0000000E+00  1.8896350703E-01
  3  0.682466992557122E+06   14.995705  4.271128  4.506641  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874616E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.4048  4.506641   -8.198  0.901982  7.563525  0.7184102E+00  0.2756478E+00  1.9602005E-05  5.3250041E-06  2.9597684E-03  6.8189732E-04  2.7920598E-06  2.3717770E-09  8.0137986E-04  1.1501852E-07  7.093E-06  7.268E-05  9.126E-05  9.613E-01  1.044E+00  6.65E+02  0.00E+00  2.27E+02  0.491529  0.033262  0.0000000E+00  1.8881065746E-01
  4  0.941744766070578E+06   14.994044  4.276242  4.505538  0.7380571E+00  0.2559004E+00  9.7849388E-04  1.1874649E-05  2.8232488E-04  2.4507751E-03  9.7097200E-07  5.5284602E-06  8.0438135E-04  6.5060718E-05  5.884E-16  0.4025  4.505538   -8.190  0.897163  7.562758  0.7100323E+00  0.2840543E+00  2.0867324E-05  5.6698467E-06  3.1570743E-03  4.5516174E-04  1.8659586E-06  1.5701193E-09  8.0039154E-04  5.7170638E-08  7.581E-06  7.130E-05  9.027E-05  9.614E-01  1.044E+00  6.62E+02  0.00E+00  2.25E+02  0.490577  0.033660  0.0000000E+00  1.8865913799E-01
  5  0.120102253958403E+07   14.992351  4.281545  4.504789  0.7380571E+00  0.2559004E+00  9.7849271E-04  1.1875592E-05  2.8232531E-04  2.4507750E-03  9.7097252E-07  5.5284581E-06  8.0438135E-04  6.5060714E-05  6.000E-14  0.4002  4.504789   -8.181  0.894461  7.562689  0.7017066E+00  0.2923968E+00  2.1654296E-05  5.8830798E-06  3.2733943E-03  3.2143012E-04  1.3145419E-06  1.0942212E-09  7.9945762E-04  4.5554010E-08  7.552E-06  7.036E-05  8.946E-05  9.614E-01  1.044E+00  6.58E+02  0.00E+00  2.24E+02  0.490874  0.034077  0.0000000E+00  1.8850390024E-01
  6  0.145909436996487E+07   14.990630  4.286794  4.504187  0.7380571E+00  0.2559004E+00  9.7847907E-04  1.1884614E-05  2.8233269E-04  2.4507741E-03  9.7098240E-07  5.5284274E-06  8.0438135E-04  6.5060631E-05  1.188E-12  0.3978  4.504187   -8.172  0.892696  7.562955  0.6934659E+00  0.3006476E+00  2.2195744E-05  6.0324153E-06  3.3432643E-03  2.4099201E-04  9.7437513E-07  8.3569168E-10  7.9855873E-04  8.2460576E-08  7.242E-06  6.959E-05  8.870E-05  9.612E-01  1.044E+00  6.55E+02  0.00E+00  2.24E+02  0.492083  0.034496  0.0000000E+00  1.8834519091E-01
  7  0.171107980535537E+07   14.988914  4.292163  4.503714  0.7380571E+00  0.2559004E+00  9.7841567E-04  1.1919739E-05  2.8237588E-04  2.4507675E-03  9.7104510E-07  5.5282639E-06  8.0438134E-04  6.5060058E-05  7.466E-12  0.3956  4.503714   -8.162  0.891727  7.563449  0.6851883E+00  0.3089321E+00  2.2518984E-05  6.1178415E-06  3.3903923E-03  1.8680225E-04  7.5405849E-07  6.3250746E-10  7.9766700E-04  5.5332738E-08  6.835E-06  6.885E-05  8.814E-05  9.610E-01  1.044E+00  6.53E+02  0.00E+00  2.23E+02  0.493051  0.034929  0.0000000E+00  1.8818583214E-01
  8  0.196401600631162E+07   14.987154  4.297518  4.503236  0.7380569E+00  0.2559006E+00  9.7821576E-04  1.2014870E-05  2.8253403E-04  2.4507398E-03  9.7128712E-07  5.5276999E-06  8.0438131E-04  6.5057737E-05  2.759E-11  0.3935  4.503236   -8.153  0.890956  7.564029  0.6768928E+00  0.3172318E+00  2.2810771E-05  6.2001395E-06  3.4195385E-03  1.5313932E-04  6.0771271E-07  5.2493063E-10  7.9678099E-04  8.0720976E-08  6.339E-06  6.813E-05  8.754E-05  9.608E-01  1.044E+00  6.50E+02  0.00E+00  2.23E+02  0.494040  0.035366  0.0000000E+00  1.8802145926E-01
