line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.887628402710062E+07    2.000000  1.209146  3.971167  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1576  3.971167    0.000  1.863728  7.336581  0.7169633E+00  0.2686478E+00  1.2089113E-05  3.1972272E-06  3.3515083E-03  5.6001674E-03  1.2259089E-04  3.9095084E-08  1.8768898E-03  1.5180834E-04  0.000E+00  2.834E-05  2.649E-05  9.982E-01  1.005E+00  4.08E+02  0.00E+00  3.02E+01  0.110837  0.000214  0.0000000E+00  5.5791011358E-04
  2  0.309174758099733E+08    2.000000  1.208977  3.970958  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1686  3.970958    0.000  1.864254  7.338076  0.7086911E+00  0.2769182E+00  1.2576256E-05  3.3271548E-06  3.4570424E-03  5.2013991E-03  4.1718952E-04  1.2524876E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.830E-05  2.649E-05  9.982E-01  1.005E+00  4.08E+02  0.00E+00  3.02E+01  0.110837  0.000214  0.0000000E+00  5.5791011358E-04
  3  0.515048983972960E+08    2.000000  1.211218  3.969838  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1692  3.969838    0.000  1.862945  7.338356  0.7006110E+00  0.2850165E+00  1.3265125E-05  3.5097092E-06  3.6453213E-03  4.8403923E-03  5.7087142E-04  1.7163321E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.789E-05  2.649E-05  9.982E-01  1.005E+00  4.06E+02  0.00E+00  3.00E+01  0.110837  0.000215  0.0000000E+00  5.5791011358E-04
  4  0.722494768822318E+08    2.000000  1.214368  3.968926  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1682  3.968926    0.000  1.862842  7.338845  0.6925190E+00  0.2931372E+00  1.4139918E-05  3.7412004E-06  3.8720335E-03  4.5133797E-03  6.4146051E-04  1.9325973E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.720E-05  2.649E-05  9.982E-01  1.005E+00  4.04E+02  0.00E+00  2.95E+01  0.109334  0.000217  0.0000000E+00  5.5791011358E-04
  5  0.924282941357604E+08    2.000000  1.217005  3.967925  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1686  3.967925    0.000  1.861915  7.339282  0.6847753E+00  0.3009129E+00  1.4986279E-05  3.9651961E-06  4.1011009E-03  4.2317043E-03  6.6108367E-04  1.9939276E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.660E-05  2.647E-05  9.983E-01  1.005E+00  4.03E+02  0.00E+00  2.91E+01  0.108168  0.000218  0.0000000E+00  5.5791011358E-04
  6  0.112795698466425E+09    2.000000  1.219890  3.966907  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1683  3.966907    0.000  1.861325  7.339679  0.6767117E+00  0.3090112E+00  1.5880630E-05  4.2020020E-06  4.3388447E-03  3.9610115E-03  6.5842361E-04  1.9885047E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.606E-05  2.645E-05  9.983E-01  1.005E+00  4.01E+02  0.00E+00  2.87E+01  0.107238  0.000219  0.0000000E+00  5.5791011358E-04
  7  0.132314460949978E+09    2.000000  1.222714  3.965855  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1679  3.965855    0.000  1.860705  7.340020  0.6686938E+00  0.3170633E+00  1.6734492E-05  4.4281092E-06  4.5687746E-03  3.7118926E-03  6.4240507E-04  1.9419087E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.557E-05  2.643E-05  9.983E-01  1.005E+00  3.99E+02  0.00E+00  2.84E+01  0.106514  0.000221  0.0000000E+00  5.5791011358E-04
  8  0.151324038325265E+09    2.000000  1.225574  3.964892  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1671  3.964892    0.000  1.860577  7.340548  0.6605233E+00  0.3252680E+00  1.7601657E-05  4.6578463E-06  4.7946960E-03  3.4756438E-03  6.1755825E-04  1.8700204E-07  1.8768898E-03  1.5180834E-04  0.000E+00  2.512E-05  2.641E-05  9.983E-01  1.005E+00  3.98E+02  0.00E+00  2.81E+01  0.105895  0.000222  0.0000000E+00  5.5791011358E-04
