line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.361713113373670E+07    2.500000  1.738398  4.111294  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2083  4.111294    0.000  1.885064  7.409915  0.7440539E+00  0.2539086E+00  2.8852634E-06  7.6995866E-07  6.1047114E-04  6.4448509E-04  2.0815261E-05  8.0563882E-09  2.6812712E-04  2.1686906E-05  0.000E+00  3.282E-04  3.308E-04  7.908E-01  1.461E+00  4.99E+02  0.00E+00  3.95E+02  0.939769  0.000588  0.0000000E+00  8.8079919335E-03
  2  0.157843093205024E+08    2.500000  1.740718  4.119104  0.7470858E+00  0.2508727E+00  3.2616467E-04  3.9582056E-06  9.4108300E-05  8.1692511E-04  3.2365737E-07  1.8428203E-06  2.6812714E-04  2.1686908E-05  0.000E+00  0.2167  4.119104    0.000  1.869540  7.405793  0.7358026E+00  0.2621919E+00  3.7952063E-06  1.0121888E-06  8.2201700E-04  4.0720660E-04  1.4437775E-05  5.5327805E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.861E-04  3.758E-04  8.775E-01  1.291E+00  4.92E+02  0.00E+00  2.98E+02  0.798021  0.000591  0.0000000E+00  8.8079919335E-03
  3  0.256947526597806E+08    2.500000  1.744325  4.119148  0.7470858E+00  0.2508727E+00  3.2616466E-04  3.9582055E-06  9.4108297E-05  8.1692508E-04  3.2365735E-07  1.8428202E-06  2.6812714E-04  2.1686908E-05  0.000E+00  0.2163  4.119148    0.000  1.864420  7.405169  0.7277038E+00  0.2703089E+00  4.3680180E-06  1.1651576E-06  9.4360880E-04  2.7173409E-04  9.7173468E-06  3.6757486E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.736E-04  3.772E-04  8.868E-01  1.264E+00  4.89E+02  0.00E+00  2.85E+02  0.775253  0.000596  0.0000000E+00  8.8079919335E-03
  4  0.349316707235739E+08    2.500000  1.748258  4.118252  0.7470857E+00  0.2508727E+00  3.2616458E-04  3.9582508E-06  9.4108325E-05  8.1692505E-04  3.2365738E-07  1.8428201E-06  2.6812713E-04  2.1686907E-05  0.000E+00  0.2150  4.118252    0.000  1.861993  7.405235  0.7195851E+00  0.2784386E+00  4.7161064E-06  1.2579349E-06  1.0178183E-03  1.8915365E-04  6.7323602E-06  2.5457075E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.691E-04  3.743E-04  8.876E-01  1.263E+00  4.87E+02  0.00E+00  2.83E+02  0.773177  0.000602  0.0000000E+00  8.8079919335E-03
  5  0.441685887873673E+08    2.500000  1.753132  4.117625  0.7470855E+00  0.2508727E+00  3.2616086E-04  3.9600670E-06  9.4110797E-05  8.1692499E-04  3.2366274E-07  1.8428143E-06  2.6812712E-04  2.1686907E-05  0.000E+00  0.2144  4.117625    0.000  1.861100  7.405758  0.7115346E+00  0.2864956E+00  4.9367946E-06  1.3169321E-06  1.0616867E-03  1.4033471E-04  4.9434493E-06  1.8766369E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.664E-04  3.726E-04  8.870E-01  1.264E+00  4.85E+02  0.00E+00  2.82E+02  0.774786  0.000608  0.0000000E+00  8.8079919335E-03
  6  0.529436609479711E+08    2.500000  1.757485  4.116974  0.7470847E+00  0.2508728E+00  3.2612558E-04  3.9732392E-06  9.4138923E-05  8.1692395E-04  3.2376299E-07  1.8427471E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2126  4.116974    0.000  1.860502  7.406472  0.7033229E+00  0.2947119E+00  5.0963454E-06  1.3595819E-06  1.0928063E-03  1.0572441E-04  3.6467210E-06  1.3891557E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.639E-04  3.704E-04  8.864E-01  1.266E+00  4.83E+02  0.00E+00  2.82E+02  0.776283  0.000615  0.0000000E+00  8.8079919335E-03
  7  0.614699136282313E+08    2.500000  1.761411  4.116199  0.7470829E+00  0.2508733E+00  3.2599980E-04  4.0116903E-06  9.4249826E-05  8.1691821E-04  3.2428431E-07  1.8424736E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2133  4.116199    0.000  1.859626  7.407089  0.6952961E+00  0.3027415E+00  5.1801433E-06  1.3820855E-06  1.1117430E-03  8.4681068E-05  2.8623767E-06  1.0904534E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.615E-04  3.679E-04  8.856E-01  1.268E+00  4.81E+02  0.00E+00  2.82E+02  0.778170  0.000620  0.0000000E+00  8.8079919335E-03
  8  0.704715789350874E+08    2.500000  1.766477  4.115790  0.7470793E+00  0.2508748E+00  3.2565501E-04  4.0986998E-06  9.4578517E-05  8.1689603E-04  3.2619300E-07  1.8416365E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2118  4.115790    0.000  1.860455  7.408157  0.6873013E+00  0.3107377E+00  5.2465138E-06  1.3999685E-06  1.1207279E-03  7.4682211E-05  2.4584460E-06  9.4252700E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.597E-04  3.663E-04  8.846E-01  1.271E+00  4.80E+02  0.00E+00  2.82E+02  0.780787  0.000627  0.0000000E+00  8.8079919335E-03
