line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.137338933317876E+07    3.999987  2.454586  4.218803  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2692  4.218803    0.000  1.648236  7.467722  0.7440766E+00  0.2539069E+00  4.2031608E-06  1.1275773E-06  7.4026643E-04  5.0884848E-04  4.9875729E-06  3.7584284E-09  2.6812712E-04  2.1686906E-05  0.000E+00  3.018E-04  2.967E-04  7.351E-01  1.772E+00  5.46E+02  0.00E+00  4.87E+02  0.982969  0.001912  0.0000000E+00  2.4003237177E-02
  2  0.542143206604529E+07    3.999987  2.459228  4.237622  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2687  4.237622    0.000  1.629096  7.462793  0.7358701E+00  0.2621487E+00  5.4671786E-06  1.4651433E-06  9.8298652E-04  2.3165498E-04  2.5380711E-06  1.7656941E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.495E-04  3.271E-04  8.643E-01  1.334E+00  5.43E+02  0.00E+00  3.46E+02  0.827156  0.001933  0.0000000E+00  2.4003237177E-02
  3  0.880595763196502E+07    3.999987  2.464076  4.236836  0.7470857E+00  0.2508726E+00  3.2616462E-04  3.9582147E-06  9.4108295E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2663  4.236836    0.000  1.623581  7.461969  0.7277816E+00  0.2702511E+00  6.0071736E-06  1.6094971E-06  1.0776384E-03  1.2366321E-04  1.3898520E-06  7.9901274E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.427E-04  3.247E-04  8.680E-01  1.319E+00  5.40E+02  0.00E+00  3.40E+02  0.819270  0.001955  0.0000000E+00  2.4003237176E-02
  4  0.119301350774294E+08    3.999987  2.468887  4.236018  0.7470857E+00  0.2508726E+00  3.2616113E-04  3.9599116E-06  9.4110700E-05  8.1692490E-04  3.2366019E-07  1.8428137E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2642  4.236018    0.000  1.621087  7.462035  0.7199139E+00  0.2781247E+00  6.2371218E-06  1.6710821E-06  1.1179160E-03  7.7736780E-05  8.7120707E-07  5.0112586E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.396E-04  3.226E-04  8.677E-01  1.320E+00  5.37E+02  0.00E+00  3.38E+02  0.819882  0.001976  0.0000000E+00  2.4003237176E-02
  5  0.151324169590304E+08    3.999987  2.473736  4.235353  0.7470853E+00  0.2508728E+00  3.2608850E-04  3.9857564E-06  9.4173027E-05  8.1691942E-04  3.2376351E-07  1.8426489E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2626  4.235353    0.000  1.619753  7.462604  0.7118016E+00  0.2862397E+00  6.3434905E-06  1.6997091E-06  1.1362519E-03  5.6832142E-05  6.2886624E-07  3.6269591E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.371E-04  3.202E-04  8.670E-01  1.322E+00  5.35E+02  0.00E+00  3.38E+02  0.821471  0.001999  0.0000000E+00  2.4003237176E-02
  6  0.182565944044947E+08    3.999987  2.478637  4.234741  0.7470840E+00  0.2508735E+00  3.2575643E-04  4.0786884E-06  9.4497706E-05  8.1687908E-04  3.2442628E-07  1.8417833E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2608  4.234741    0.000  1.618848  7.463244  0.7038202E+00  0.2942223E+00  6.3700227E-06  1.7071108E-06  1.1446554E-03  4.7289908E-05  5.1579379E-07  2.9593851E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.350E-04  3.184E-04  8.660E-01  1.325E+00  5.33E+02  0.00E+00  3.38E+02  0.823707  0.002021  0.0000000E+00  2.4003237176E-02
  7  0.214588762860958E+08    3.999987  2.483931  4.234366  0.7470802E+00  0.2508763E+00  3.2479440E-04  4.2925177E-06  9.5541071E-05  8.1671116E-04  3.2689325E-07  1.8389797E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2585  4.234366    0.000  1.618738  7.464228  0.6956860E+00  0.3023570E+00  6.4468681E-06  1.7275576E-06  1.1471981E-03  4.4296027E-05  4.7377035E-07  2.7818807E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.330E-04  3.164E-04  8.651E-01  1.327E+00  5.31E+02  0.00E+00  3.38E+02  0.825566  0.002046  0.0000000E+00  2.4003237176E-02
  8  0.245674328443329E+08    3.999987  2.489059  4.233767  0.7470722E+00  0.2508829E+00  3.2296094E-04  4.6263388E-06  9.7683868E-05  8.1630329E-04  3.3242802E-07  1.8331907E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2569  4.233767    0.000  1.618206  7.464989  0.6876120E+00  0.3104314E+00  6.4567466E-06  1.7303049E-06  1.1497133E-03  4.1439699E-05  4.3673786E-07  2.5536103E-10  2.6812712E-04  2.1686906E-05  0.000E+00  2.310E-04  3.145E-04  8.640E-01  1.331E+00  5.29E+02  0.00E+00  3.38E+02  0.827856  0.002070  0.0000000E+00  2.4003237176E-02
