line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.130380862923667E+07    4.000000  2.470026  4.249071  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2743  4.249071    0.000  1.642819  7.468914  0.7440733E+00  0.2539112E+00  4.2562090E-06  1.1410912E-06  7.4643373E-04  5.0189289E-04  4.7965264E-06  3.3068238E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.246E-04  2.171E-04  9.032E-01  1.225E+00  5.46E+02  0.00E+00  2.95E+02  0.730227  0.001982  0.0000000E+00  1.7616341180E-02
  2  0.528587481910016E+07    4.000000  2.475272  4.250006  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2735  4.250006    0.000  1.624347  7.464035  0.7358265E+00  0.2621928E+00  5.5056196E-06  1.4754084E-06  9.8602316E-04  2.2820563E-04  2.4479295E-06  1.5827194E-09  2.6812712E-04  2.1686906E-05  0.000E+00  1.867E-04  2.359E-04  9.328E-01  1.146E+00  5.40E+02  0.00E+00  2.43E+02  0.628284  0.002006  0.0000000E+00  1.7616341180E-02
  3  0.881515302165755E+07    4.000000  2.480387  4.249511  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2716  4.249511    0.000  1.618909  7.463310  0.7277685E+00  0.2702636E+00  5.9983238E-06  1.6073026E-06  1.0734277E-03  1.2847680E-04  1.4038654E-06  8.1594680E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.781E-04  2.374E-04  9.374E-01  1.135E+00  5.37E+02  0.00E+00  2.33E+02  0.609550  0.002029  0.0000000E+00  1.7616341180E-02
  4  0.120079186514129E+08    4.000000  2.485515  4.248814  0.7470857E+00  0.2508726E+00  3.2616461E-04  3.9582275E-06  9.4108299E-05  8.1692502E-04  3.2365734E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2692  4.248814    0.000  1.616335  7.463377  0.7195975E+00  0.2784412E+00  6.2675822E-06  1.6793951E-06  1.1184022E-03  7.7157988E-05  8.4186089E-07  4.9051148E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.748E-04  2.364E-04  9.379E-01  1.133E+00  5.35E+02  0.00E+00  2.31E+02  0.607153  0.002054  0.0000000E+00  1.7616341180E-02
  5  0.150143712225682E+08    4.000000  2.490115  4.248170  0.7470856E+00  0.2508726E+00  3.2616351E-04  3.9588889E-06  9.4108904E-05  8.1692500E-04  3.2365784E-07  1.8428184E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2679  4.248170    0.000  1.614899  7.463833  0.7113448E+00  0.2866972E+00  6.3884738E-06  1.7118915E-06  1.1405556E-03  5.1902933E-05  5.6055744E-07  3.2654282E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.727E-04  2.348E-04  9.379E-01  1.133E+00  5.32E+02  0.00E+00  2.30E+02  0.607153  0.002075  0.0000000E+00  1.7616341180E-02
  6  0.179395683188274E+08    4.000000  2.494975  4.247759  0.7470855E+00  0.2508727E+00  3.2615310E-04  3.9638337E-06  9.4116231E-05  8.1692459E-04  3.2366609E-07  1.8427993E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2652  4.247759    0.000  1.614306  7.464568  0.7032770E+00  0.2947663E+00  6.4632133E-06  1.7319573E-06  1.1496645E-03  4.1481429E-05  4.4040325E-07  2.5916093E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.711E-04  2.338E-04  9.377E-01  1.134E+00  5.31E+02  0.00E+00  2.29E+02  0.608239  0.002099  0.0000000E+00  1.7616341180E-02
  7  0.208647654150866E+08    4.000000  2.499646  4.247311  0.7470851E+00  0.2508727E+00  3.2610368E-04  3.9829396E-06  9.4156782E-05  8.1692118E-04  3.2372292E-07  1.8426940E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2629  4.247311    0.000  1.613643  7.465340  0.6951239E+00  0.3029200E+00  6.4948474E-06  1.7405867E-06  1.1536552E-03  3.6918681E-05  3.8636495E-07  2.2806957E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.695E-04  2.324E-04  9.375E-01  1.134E+00  5.29E+02  0.00E+00  2.29E+02  0.609030  0.002121  0.0000000E+00  1.7616341180E-02
  8  0.237899625113457E+08    4.000000  2.504777  4.246956  0.7470844E+00  0.2508731E+00  3.2596235E-04  4.0284365E-06  9.4286483E-05  8.1690661E-04  3.2393714E-07  1.8423558E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2610  4.246956    0.000  1.613717  7.466240  0.6869008E+00  0.3111434E+00  6.5313938E-06  1.7504049E-06  1.1554097E-03  3.4879835E-05  3.5756196E-07  2.1376373E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.680E-04  2.314E-04  9.371E-01  1.135E+00  5.27E+02  0.00E+00  2.29E+02  0.610541  0.002147  0.0000000E+00  1.7616341180E-02
