line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.264602345616253E+07    3.000000  1.984473  4.150386  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2416  4.150386    0.000  1.729616  7.416345  0.7349174E+00  0.2589512E+00  8.0647158E-06  2.1537021E-06  1.6731258E-03  2.1194672E-03  5.8061049E-05  2.3303243E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.82E+02  0.00E+00  0.00E+00  0.000000  0.000859  0.0000000E+00  0.0000000000E+00
  2  0.896831875789182E+07    3.000000  1.985426  4.146153  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2412  4.146153    0.000  1.713924  7.411995  0.7265926E+00  0.2673529E+00  1.0441476E-05  2.7872141E-06  2.2009109E-03  1.5233781E-03  4.6320010E-05  1.8143212E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.77E+02  0.00E+00  0.00E+00  0.000000  0.000861  0.0000000E+00  0.0000000000E+00
  3  0.151046641978056E+08    3.000000  1.988148  4.143826  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2395  4.143826    0.000  1.706273  7.410220  0.7184406E+00  0.2755515E+00  1.1868949E-05  3.1676595E-06  2.5185756E-03  1.1667228E-03  3.7006446E-05  1.4359925E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.74E+02  0.00E+00  0.00E+00  0.000000  0.000867  0.0000000E+00  0.0000000000E+00
  4  0.212038196653562E+08    3.000000  1.991691  4.142228  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2379  4.142228    0.000  1.701901  7.409410  0.7102171E+00  0.2838074E+00  1.2874450E-05  3.4357221E-06  2.7402834E-03  9.1853851E-04  2.9707894E-05  1.1480490E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.71E+02  0.00E+00  0.00E+00  0.000000  0.000874  0.0000000E+00  0.0000000000E+00
  5  0.272285951881806E+08    3.000000  1.995249  4.140932  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2357  4.140932    0.000  1.698723  7.409138  0.7019785E+00  0.2920698E+00  1.3619532E-05  3.6344527E-06  2.9021808E-03  7.3763084E-04  2.4015229E-05  9.2678388E-09  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.69E+02  0.00E+00  0.00E+00  0.000000  0.000881  0.0000000E+00  0.0000000000E+00
  6  0.330860158353710E+08    3.000000  1.999069  4.139879  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2343  4.139879    0.000  1.696632  7.409202  0.6938600E+00  0.3002061E+00  1.4184218E-05  3.7851677E-06  3.0223272E-03  6.0352269E-04  1.9614701E-05  7.5719139E-09  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.67E+02  0.00E+00  0.00E+00  0.000000  0.000889  0.0000000E+00  0.0000000000E+00
  7  0.389434364825612E+08    3.000000  2.002950  4.138931  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2324  4.138931    0.000  1.695141  7.409463  0.6855619E+00  0.3085180E+00  1.4640051E-05  3.9069413E-06  3.1166268E-03  4.9831332E-04  1.6086876E-05  6.2183898E-09  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.65E+02  0.00E+00  0.00E+00  0.000000  0.000897  0.0000000E+00  0.0000000000E+00
  8  0.446335022541175E+08    3.000000  2.006755  4.138068  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2302  4.138068    0.000  1.693996  7.409858  0.6773961E+00  0.3166946E+00  1.4999188E-05  4.0029708E-06  3.1887117E-03  4.1790332E-04  1.3355727E-05  5.1730421E-09  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.63E+02  0.00E+00  0.00E+00  0.000000  0.000905  0.0000000E+00  0.0000000000E+00
