line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.120368470880046E+07    4.000000  2.478732  4.264259  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2779  4.264259    0.000  1.640893  7.469778  0.7440765E+00  0.2539092E+00  4.3269458E-06  1.1597927E-06  7.5481543E-04  4.9227894E-04  4.7091061E-06  2.9216582E-09  2.6812712E-04  2.1686906E-05  0.000E+00  1.380E-04  1.663E-04  9.697E-01  1.062E+00  5.51E+02  0.00E+00  1.66E+02  0.438645  0.002022  0.0000000E+00  1.2511735605E-02
  2  0.513170083928904E+07    4.000000  2.484160  4.258503  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2762  4.258503    0.000  1.621090  7.464580  0.7356464E+00  0.2623738E+00  5.5436867E-06  1.4857892E-06  9.9224530E-04  2.2113143E-04  2.3411751E-06  1.5335655E-09  2.6812712E-04  2.1686906E-05  0.000E+00  1.314E-04  1.663E-04  9.697E-01  1.062E+00  5.42E+02  0.00E+00  1.63E+02  0.438645  0.002047  0.0000000E+00  1.2511735605E-02
  3  0.867281699348097E+07    4.000000  2.489645  4.255946  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2740  4.255946    0.000  1.616083  7.463932  0.7274261E+00  0.2706068E+00  6.0458850E-06  1.6200107E-06  1.0788561E-03  1.2227472E-04  1.3179495E-06  7.7547699E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.279E-04  1.663E-04  9.697E-01  1.062E+00  5.37E+02  0.00E+00  1.62E+02  0.438645  0.002073  0.0000000E+00  1.2511735605E-02
  4  0.121930827561791E+08    4.000000  2.495116  4.254671  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2724  4.254671    0.000  1.613573  7.464208  0.7191191E+00  0.2789188E+00  6.2388025E-06  1.6717917E-06  1.1133685E-03  8.2918407E-05  8.8447848E-07  5.2203676E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.252E-04  1.663E-04  9.697E-01  1.062E+00  5.33E+02  0.00E+00  1.61E+02  0.438645  0.002099  0.0000000E+00  1.2511735605E-02
  5  0.153466541685962E+08    4.000000  2.500309  4.254254  0.7470857E+00  0.2508726E+00  3.2616464E-04  3.9582055E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2702  4.254254    0.000  1.612322  7.464766  0.7109230E+00  0.2871183E+00  6.3934343E-06  1.7132586E-06  1.1356103E-03  5.7500980E-05  6.0903102E-07  3.5961001E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.228E-04  1.660E-04  9.701E-01  1.061E+00  5.31E+02  0.00E+00  1.59E+02  0.435518  0.002125  0.0000000E+00  1.2511735605E-02
  6  0.182802089708447E+08    4.000000  2.505048  4.253787  0.7470857E+00  0.2508726E+00  3.2616462E-04  3.9582224E-06  9.4108295E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2678  4.253787    0.000  1.611404  7.465435  0.7026785E+00  0.2953647E+00  6.4765759E-06  1.7356102E-06  1.1480547E-03  4.3288215E-05  4.5174814E-07  2.6832954E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.212E-04  1.657E-04  9.703E-01  1.061E+00  5.29E+02  0.00E+00  1.58E+02  0.434666  0.002148  0.0000000E+00  1.2511735605E-02
  7  0.212137637730932E+08    4.000000  2.510001  4.253360  0.7470856E+00  0.2508726E+00  3.2616441E-04  3.9583747E-06  9.4108375E-05  8.1692502E-04  3.2365737E-07  1.8428198E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2654  4.253360    0.000  1.610899  7.466214  0.6942033E+00  0.3038407E+00  6.5301864E-06  1.7500609E-06  1.1540940E-03  3.6370838E-05  3.7308443E-07  2.2340416E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.197E-04  1.650E-04  9.703E-01  1.060E+00  5.27E+02  0.00E+00  1.57E+02  0.434421  0.002173  0.0000000E+00  1.2511735605E-02
  8  0.240006408352293E+08    4.000000  2.514768  4.252958  0.7470856E+00  0.2508726E+00  3.2616295E-04  3.9592914E-06  9.4109135E-05  8.1692501E-04  3.2365785E-07  1.8428179E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.2634  4.252958    0.000  1.610610  7.467036  0.6861389E+00  0.3119055E+00  6.5529210E-06  1.7562328E-06  1.1563514E-03  3.3782942E-05  3.4131526E-07  2.0535784E-10  2.6812712E-04  2.1686906E-05  0.000E+00  1.186E-04  1.642E-04  9.702E-01  1.061E+00  5.25E+02  0.00E+00  1.57E+02  0.434814  0.002197  0.0000000E+00  1.2511735605E-02
