line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.313020953157959E+07    3.000000  1.877516  4.062506  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2163  4.062506    0.000  1.679686  7.397678  0.7169929E+00  0.2686363E+00  1.5564493E-05  4.1466628E-06  3.4708886E-03  5.4050822E-03  1.7870505E-04  7.8611581E-08  1.8768898E-03  1.5180834E-04  0.000E+00  2.385E-04  2.244E-04  7.343E-01  2.035E+00  4.60E+02  0.00E+00  4.11E+02  0.983390  0.000665  0.0000000E+00  1.1908360215E-02
  2  0.132297593610410E+08    2.999976  1.876370  4.071888  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707436E-05  6.5875803E-04  5.7184751E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2218  4.071888    0.000  1.667557  7.395038  0.7088933E+00  0.2768277E+00  1.8328942E-05  4.8927487E-06  4.1185407E-03  4.6343825E-03  2.0622480E-04  8.4602492E-08  1.8768898E-03  1.5180834E-04  0.000E+00  2.040E-04  2.501E-04  8.397E-01  1.648E+00  4.53E+02  0.00E+00  3.14E+02  0.873387  0.000663  0.0000000E+00  1.1904425209E-02
  3  0.222110856282096E+08    2.999976  1.880117  4.072499  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707436E-05  6.5875803E-04  5.7184751E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2206  4.072499    0.000  1.661852  7.394046  0.7010990E+00  0.2846947E+00  2.0408226E-05  5.4363971E-06  4.6142416E-03  4.0787730E-03  1.9098041E-04  7.1738207E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.935E-04  2.542E-04  8.556E-01  1.571E+00  4.50E+02  0.00E+00  2.96E+02  0.844615  0.000669  0.0000000E+00  1.1904425209E-02
  4  0.301718066377454E+08    2.999976  1.883630  4.071462  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707436E-05  6.5875803E-04  5.7184751E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2200  4.071462    0.000  1.657610  7.393353  0.6930881E+00  0.2927677E+00  2.2258644E-05  5.9276180E-06  5.0372977E-03  3.6061781E-03  1.7613480E-04  6.3608142E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.886E-04  2.534E-04  8.592E-01  1.553E+00  4.48E+02  0.00E+00  2.91E+02  0.837570  0.000674  0.0000000E+00  1.1904425209E-02
  5  0.373160434411749E+08    2.999976  1.886809  4.069940  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707437E-05  6.5875803E-04  5.7184751E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2183  4.069940    0.000  1.654026  7.392854  0.6850475E+00  0.3008614E+00  2.3804804E-05  6.3389002E-06  5.3975065E-03  3.2073152E-03  1.5979875E-04  5.7577993E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.852E-04  2.513E-04  8.599E-01  1.549E+00  4.45E+02  0.00E+00  2.89E+02  0.836202  0.000679  0.0000000E+00  1.1904425209E-02
  6  0.445419286652152E+08    2.999976  1.890220  4.068593  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707471E-05  6.5875804E-04  5.7184752E-03  2.2656014E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2169  4.068593    0.000  1.651103  7.392606  0.6772287E+00  0.3087229E+00  2.5008927E-05  6.6601190E-06  5.6869610E-03  2.8884897E-03  1.4494226E-04  5.2151577E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.824E-04  2.486E-04  8.598E-01  1.549E+00  4.43E+02  0.00E+00  2.87E+02  0.836411  0.000684  0.0000000E+00  1.1904425209E-02
  7  0.518902865201713E+08    2.999976  1.894143  4.067212  0.7200000E+00  0.2659559E+00  2.2831520E-03  2.7707736E-05  6.5875822E-04  5.7184752E-03  2.2656021E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2154  4.067212    0.000  1.649033  7.392587  0.6692893E+00  0.3166991E+00  2.6092234E-05  6.9481012E-06  5.9360658E-03  2.6147519E-03  1.3139143E-04  4.7258894E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.801E-04  2.462E-04  8.587E-01  1.555E+00  4.41E+02  0.00E+00  2.87E+02  0.838547  0.000691  0.0000000E+00  1.1904425209E-02
  8  0.592386443751274E+08    2.999976  1.898129  4.065914  0.7199999E+00  0.2659559E+00  2.2831496E-03  2.7709157E-05  6.5875955E-04  5.7184751E-03  2.2656099E-06  1.2899737E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2144  4.065914    0.000  1.647271  7.392716  0.6613683E+00  0.3246517E+00  2.7044363E-05  7.2021835E-06  6.1485217E-03  2.3818159E-03  1.1922135E-04  4.2917203E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.779E-04  2.439E-04  8.577E-01  1.560E+00  4.38E+02  0.00E+00  2.86E+02  0.840585  0.000697  0.0000000E+00  1.1904425209E-02
