line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.737512001129607E+07    2.000000  1.317743  4.026425  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1778  4.026425    0.000  1.916514  7.353280  0.7349099E+00  0.2589209E+00  5.5768818E-06  1.4778269E-06  1.4505462E-03  2.3387655E-03  9.9736387E-05  3.1201980E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.35E+02  0.00E+00  0.00E+00  0.000000  0.000278  0.0000000E+00  0.0000000000E+00
  2  0.249016796090521E+08    2.000000  1.319981  4.025381  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1797  4.025381    0.000  1.914710  7.353770  0.7265688E+00  0.2672798E+00  6.2474778E-06  1.6555960E-06  1.6201171E-03  2.0356143E-03  2.1470582E-04  6.7526617E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.33E+02  0.00E+00  0.00E+00  0.000000  0.000279  0.0000000E+00  0.0000000000E+00
  3  0.423634460105132E+08    2.000000  1.322462  4.024061  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1799  4.024061    0.000  1.912078  7.353705  0.7182204E+00  0.2756580E+00  7.0528533E-06  1.8690061E-06  1.8302445E-03  1.7844185E-03  2.2501809E-04  7.0782784E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.31E+02  0.00E+00  0.00E+00  0.000000  0.000281  0.0000000E+00  0.0000000000E+00
  4  0.588727524264401E+08    2.000000  1.325251  4.022918  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1792  4.022918    0.000  1.910288  7.353758  0.7101409E+00  0.2837660E+00  7.7834440E-06  2.0626305E-06  2.0205932E-03  1.5791023E-03  2.1073999E-04  6.6309947E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.29E+02  0.00E+00  0.00E+00  0.000000  0.000282  0.0000000E+00  0.0000000000E+00
  5  0.753026871769058E+08    2.000000  1.328117  4.021892  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1793  4.021892    0.000  1.908922  7.354022  0.7019801E+00  0.2919526E+00  8.4441652E-06  2.2377987E-06  2.1909833E-03  1.4023839E-03  1.9043762E-04  5.9974038E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.27E+02  0.00E+00  0.00E+00  0.000000  0.000284  0.0000000E+00  0.0000000000E+00
  6  0.917326219273717E+08    2.000000  1.331331  4.020977  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1790  4.020977    0.000  1.908202  7.354415  0.6936842E+00  0.3002717E+00  9.0368442E-06  2.3949731E-06  2.3425760E-03  1.2478094E-03  1.6955323E-04  5.3461764E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.26E+02  0.00E+00  0.00E+00  0.000000  0.000286  0.0000000E+00  0.0000000000E+00
  7  0.108091122178922E+09    2.000000  1.334530  4.020090  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1783  4.020090    0.000  1.907699  7.354923  0.6852897E+00  0.3086868E+00  9.5673746E-06  2.5357254E-06  2.4764456E-03  1.1123490E-03  1.4999070E-04  4.7367811E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.24E+02  0.00E+00  0.00E+00  0.000000  0.000289  0.0000000E+00  0.0000000000E+00
  8  0.123520973944577E+09    2.000000  1.337672  4.019310  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.1776  4.019310    0.000  1.907496  7.355510  0.6772474E+00  0.3167465E+00  1.0019874E-05  2.6558340E-06  2.5889254E-03  9.9894585E-04  1.3310288E-04  4.2111651E-08  8.0438135E-04  6.5060718E-05  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  4.23E+02  0.00E+00  0.00E+00  0.000000  0.000291  0.0000000E+00  0.0000000000E+00
