line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

  1  0.260230736828568E+07    3.000000  1.977174  4.142034  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2323  4.142034    0.000  1.731443  7.416775  0.7350356E+00  0.2588313E+00  8.0115709E-06  2.1393717E-06  1.6614047E-03  2.1322178E-03  5.8840185E-05  2.3681532E-08  8.0438135E-04  6.5060718E-05  0.000E+00  1.529E-04  1.423E-04  9.510E-01  1.083E+00  4.83E+02  0.00E+00  1.85E+02  0.546995  0.000845  0.0000000E+00  6.5443121565E-03
  2  0.105600642086473E+08    3.000000  1.977066  4.138481  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2400  4.138481    0.000  1.713542  7.411761  0.7268361E+00  0.2671033E+00  1.0143598E-05  2.7094203E-06  2.1593158E-03  1.5706769E-03  4.7096368E-05  1.9987975E-08  8.0438135E-04  6.5060718E-05  0.000E+00  1.324E-04  1.473E-04  9.624E-01  1.078E+00  4.77E+02  0.00E+00  1.60E+02  0.484818  0.000845  0.0000000E+00  6.5443121565E-03
  3  0.183922723883190E+08    3.000000  1.982227  4.137313  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2375  4.137313    0.000  1.707758  7.410685  0.7185440E+00  0.2754409E+00  1.1585307E-05  3.0926459E-06  2.4679421E-03  1.2241186E-03  3.8007380E-05  1.5148389E-08  8.0438135E-04  6.5060718E-05  0.000E+00  1.244E-04  1.513E-04  9.657E-01  1.071E+00  4.74E+02  0.00E+00  1.52E+02  0.464815  0.000855  0.0000000E+00  6.5443121565E-03
  4  0.257955739295801E+08    3.000000  1.986791  4.136119  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2359  4.136119    0.000  1.703227  7.410140  0.7104210E+00  0.2835951E+00  1.2577899E-05  3.3571804E-06  2.6799032E-03  9.8669416E-04  3.1134936E-05  1.2170982E-08  8.0438135E-04  6.5060718E-05  0.000E+00  1.192E-04  1.526E-04  9.674E-01  1.067E+00  4.71E+02  0.00E+00  1.47E+02  0.453653  0.000864  0.0000000E+00  6.5443121565E-03
  5  0.331802273561277E+08    3.000000  1.991895  4.135208  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2347  4.135208    0.000  1.700297  7.410085  0.7022703E+00  0.2917682E+00  1.3319142E-05  3.5546546E-06  2.8322803E-03  8.1632329E-04  2.5814595E-05  1.0031469E-08  8.0438135E-04  6.5060718E-05  0.000E+00  1.156E-04  1.531E-04  9.684E-01  1.064E+00  4.69E+02  0.00E+00  1.44E+02  0.447009  0.000874  0.0000000E+00  6.5443121565E-03
  6  0.397257156205676E+08    3.000000  1.996268  4.134221  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2333  4.134221    0.000  1.697922  7.410125  0.6940432E+00  0.3000144E+00  1.3933313E-05  3.7187540E-06  2.9620312E-03  6.7125657E-04  2.1307169E-05  8.2595221E-09  8.0438135E-04  6.5060718E-05  0.000E+00  1.130E-04  1.529E-04  9.689E-01  1.063E+00  4.66E+02  0.00E+00  1.42E+02  0.443663  0.000883  0.0000000E+00  6.5443121565E-03
  7  0.455998717553214E+08    3.000000  2.000056  4.133282  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874615E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2311  4.133282    0.000  1.696083  7.410360  0.6858680E+00  0.3082052E+00  1.4458038E-05  3.8587554E-06  3.0679241E-03  5.5296421E-04  1.7480884E-05  6.7886344E-09  8.0438135E-04  6.5060718E-05  0.000E+00  1.111E-04  1.524E-04  9.692E-01  1.063E+00  4.64E+02  0.00E+00  1.41E+02  0.441871  0.000891  0.0000000E+00  6.5443121565E-03
  8  0.513061948576537E+08    3.000000  2.004174  4.132415  0.7380571E+00  0.2559004E+00  9.7849391E-04  1.1874616E-05  2.8232487E-04  2.4507751E-03  9.7097199E-07  5.5284603E-06  8.0438135E-04  6.5060718E-05  0.000E+00  0.2299  4.132415    0.000  1.694853  7.410677  0.6777851E+00  0.3163001E+00  1.4848219E-05  3.9630683E-06  3.1492404E-03  4.6219339E-04  1.4493599E-05  5.6353433E-09  8.0438135E-04  6.5060718E-05  0.000E+00  1.094E-04  1.517E-04  9.693E-01  1.062E+00  4.62E+02  0.00E+00  1.40E+02  0.440975  0.000899  0.0000000E+00  6.5443121565E-03
